dates,posts,sentence_tokenize
"14,July,2004","

     
      obligitory  urllink hello kitty robot  post.  just following tradition. ;-).
     
    
","['\n\n     \n      obligitory  urllink hello kitty robot  post.', 'just following tradition.', ';-).']"
"13,July,2004","

     
      obligitory  urllink hello kitty robot  post.  just following tradition. ;-).
     
    
","['\n\n     \n      obligitory  urllink hello kitty robot  post.', 'just following tradition.', ';-).']"
"13,July,2004","

     
      some really beautifully designed audio hardware being  urllink bootlegged into digital objects 
     
    
",['\n\n     \n      some really beautifully designed audio hardware being  urllink bootlegged into digital objects']
"04,July,2004","

     
      this set of designer  urllink radiators , is to be filed under ""tobuy when i'm a millionaire"" category @  urllink del.icio.us .
     
    
","['\n\n     \n      this set of designer  urllink radiators , is to be filed under ""tobuy when i\'m a millionaire"" category @  urllink del.icio.us .']"
"04,July,2004","

     
      hhmmm perhaps i should get these,  urllink notvanilla braille t-shirts and wearable art; provocative, touchable and interactive , for cass to wear.  to bad about the flip out description.
     
    
","['\n\n     \n      hhmmm perhaps i should get these,  urllink notvanilla braille t-shirts and wearable art; provocative, touchable and interactive , for cass to wear.', 'to bad about the flip out description.']"
"04,July,2004","

     
      to make up for my lack of posts, here is a really cool, different pda in fact it's not calling itself a pda.  it has dubbed itself the tda(tactile digital assistant.)  without further ado their web site:  urllink welcome to the jackito-tda community website 
     
    
","[""\n\n     \n      to make up for my lack of posts, here is a really cool, different pda in fact it's not calling itself a pda."", 'it has dubbed itself the tda(tactile digital assistant.)', 'without further ado their web site:  urllink welcome to the jackito-tda community website']"
"04,July,2004","

     
      ok so i'm finally getting settled into my new place which means two things: me blogging again and a gallery of pics of my new place woohoo.  though i'll probably post rough pics of what it looks like with what little stuff i have in my apartment then a ""finalized"" version in about a month when i get the last of my furniture ordered and arrived.  moving into my first apartment alone you realize how many ""holes"" you have in personal possessions as roommates seem to offset the need for owning everything.  but i'm excited as i get to order my sofa and bed this week.  left to get: 2 desks and dining room chairs.  this is a pretty boring post but just an update why i haven't posted anything in sooo long.
     
    
","[""\n\n     \n      ok so i'm finally getting settled into my new place which means two things: me blogging again and a gallery of pics of my new place woohoo."", 'though i\'ll probably post rough pics of what it looks like with what little stuff i have in my apartment then a ""finalized"" version in about a month when i get the last of my furniture ordered and arrived.', 'moving into my first apartment alone you realize how many ""holes"" you have in personal possessions as roommates seem to offset the need for owning everything.', ""but i'm excited as i get to order my sofa and bed this week."", 'left to get: 2 desks and dining room chairs.', ""this is a pretty boring post but just an update why i haven't posted anything in sooo long.""]"
"04,July,2004","

     
      oh and happy 4th of july by the way.
     
    
",['\n\n     \n      oh and happy 4th of july by the way.']
"01,July,2004","

     
      i need more time in the day where i can just sit and blog all the crap that i come in contact with.  hopefully when my job application for millionaire goes through that will be a side job i can pick up.
     
    
","['\n\n     \n      i need more time in the day where i can just sit and blog all the crap that i come in contact with.', 'hopefully when my job application for millionaire goes through that will be a side job i can pick up.']"
"01,July,2004","

     
      ok i haven't posted in a while.  i haven't fled the country or locked up or anything bad, just settling into my new apartment and working hard.  so no time to dork out, plus no really comfy spots in my house yet as i don't have a real bed or couches yet, to dork out in.  so not to worry i'll be back soon.
     
    
","[""\n\n     \n      ok i haven't posted in a while."", ""i haven't fled the country or locked up or anything bad, just settling into my new apartment and working hard."", ""so no time to dork out, plus no really comfy spots in my house yet as i don't have a real bed or couches yet, to dork out in."", ""so not to worry i'll be back soon.""]"
"02,August,2004","

     
      i sooo need one of  urllink these  it's not even funny and it's only $229 to boot.  not to mention it comes with toast 6 titanium which is a $99 in and of itself!!  ahh i need more money.  wonder if apple will make the leap and make dual layer media.  here's to hoping.
     
    
","[""\n\n     \n      i sooo need one of  urllink these  it's not even funny and it's only $229 to boot."", 'not to mention it comes with toast 6 titanium which is a $99 in and of itself!!', 'ahh i need more money.', 'wonder if apple will make the leap and make dual layer media.', ""here's to hoping.""]"
