dates,posts,sentence_tokenize
"22,June,2004","

	 
      abbott: super duper computer store. can i help you?   costello: thanks. i'm setting up an office in my den, and i'm thinking about buying a computer.   abbott: mac?   costello: no, the name's lou.   abbott: your computer?   costello: i don't own a computer. i want to buy one.   abbott: mac?   costello: i told you, my name's lou.   abbott: what about windows?   costello: why? will it get stuffy in here?   abbott: do you want a computer with windows?   costello: i don't know. what will i see when i look in the windows?   abbott: wallpaper.   costello: never mind the windows. i need a computer and software.   abbott: software for windows?   costello: no. on the computer! i need something i can use to write proposals track expenses and run my business. what have you got?   abbott: office.   costello: yeah, for my office. can you recommend anything?   abbott: i just did.   costello: you just did what?   abbott: recommend something.   costello: you recommended something?   abbott: yes.   costello: for my office?   abbott: yes   costello: ok, what did you recommend for my office?   abbott: office.   costello: yes, for my office!   abbott: i recommend office with windows.   costello: i already have an office and it has windows! ok, let's just say, i m sitting at my computer and i want to type a proposal. what do i need?   abbott: word.   costello: what word?   abbott: word in office.   costello: the only word in office is office.   abbott: the word in office for windows.   costello: which word in office for windows?   abbott: the word you get when you click the blue ""w.""   costello: i'm going to click your blue w if you don't start with some straight answers. ok, forget that. can i watch movies on the internet?   abbott: yes, you want real one.   costello: maybe a real one, maybe a cartoon. what i watch is none of your business. just tell me what i need!   abbott: real one.   costello: if it's a long movie i also want to see reel 2, 3 & 4. can i watch them?   abbott: of course.   costello: great, with what?   abbott: real one.   costello: ok, i'm at my computer and i want to watch a movie. what do i do?   abbott: you click the blue ""one.""   costello: i click the blue one what?   abbott: the blue 1.   costello: is that different from the blue ""w""?   abbott: the blue 1 is real one and the blue ""w"" is word.   costello: what word?   abbott: the word in office for windows.   costello: but there's three words in office for windows!   abbott: no, just one. but it's the most popular word in the world.   costello: it is?   abbott: yes, but to be fair, there aren't many other words left. it pretty much wiped out all the other words out there.   costello: and that word is real one?   abbott: real one has nothing to do with word. real one isn't even part of office.   costello: stop! don't start that again. what about financial bookkeeping, do you have anything i can track my money with?   abbott: money.   costello: that's right. what do you have?   abbott: money.   costello: i need money to track my money?   abbott: it comes bundled with your computer.   costello: what's bundled to my computer?   abbott: money   costello: money comes with my computer?   abbott: yes. no extra charge.   costello: i get a bundle of money with my computer? how much?   abbott: one copy   costello: isn't it illegal to copy money?   abbott: microsoft gave us a license to copy money.   costello: they can give you a license to copy money?   abbott: why not, they own it.
    
","['\n\n\t \n      abbott: super duper computer store.', 'can i help you?', 'costello: thanks.', ""i'm setting up an office in my den, and i'm thinking about buying a computer."", 'abbott: mac?', ""costello: no, the name's lou."", 'abbott: your computer?', ""costello: i don't own a computer."", 'i want to buy one.', 'abbott: mac?', ""costello: i told you, my name's lou."", 'abbott: what about windows?', 'costello: why?', 'will it get stuffy in here?', 'abbott: do you want a computer with windows?', ""costello: i don't know."", 'what will i see when i look in the windows?', 'abbott: wallpaper.', 'costello: never mind the windows.', 'i need a computer and software.', 'abbott: software for windows?', 'costello: no.', 'on the computer!', 'i need something i can use to write proposals track expenses and run my business.', 'what have you got?', 'abbott: office.', 'costello: yeah, for my office.', 'can you recommend anything?', 'abbott: i just did.', 'costello: you just did what?', 'abbott: recommend something.', 'costello: you recommended something?', 'abbott: yes.', 'costello: for my office?', 'abbott: yes   costello: ok, what did you recommend for my office?', 'abbott: office.', 'costello: yes, for my office!', 'abbott: i recommend office with windows.', 'costello: i already have an office and it has windows!', ""ok, let's just say, i m sitting at my computer and i want to type a proposal."", 'what do i need?', 'abbott: word.', 'costello: what word?', 'abbott: word in office.', 'costello: the only word in office is office.', 'abbott: the word in office for windows.', 'costello: which word in office for windows?', 'abbott: the word you get when you click the blue ""w.""   costello: i\'m going to click your blue w if you don\'t start with some straight answers.', 'ok, forget that.', 'can i watch movies on the internet?', 'abbott: yes, you want real one.', 'costello: maybe a real one, maybe a cartoon.', 'what i watch is none of your business.', 'just tell me what i need!', 'abbott: real one.', ""costello: if it's a long movie i also want to see reel 2, 3 & 4. can i watch them?"", 'abbott: of course.', 'costello: great, with what?', 'abbott: real one.', ""costello: ok, i'm at my computer and i want to watch a movie."", 'what do i do?', 'abbott: you click the blue ""one.""', 'costello: i click the blue one what?', 'abbott: the blue 1.   costello: is that different from the blue ""w""?', 'abbott: the blue 1 is real one and the blue ""w"" is word.', 'costello: what word?', 'abbott: the word in office for windows.', ""costello: but there's three words in office for windows!"", 'abbott: no, just one.', ""but it's the most popular word in the world."", 'costello: it is?', ""abbott: yes, but to be fair, there aren't many other words left."", 'it pretty much wiped out all the other words out there.', 'costello: and that word is real one?', 'abbott: real one has nothing to do with word.', ""real one isn't even part of office."", 'costello: stop!', ""don't start that again."", 'what about financial bookkeeping, do you have anything i can track my money with?', 'abbott: money.', ""costello: that's right."", 'what do you have?', 'abbott: money.', 'costello: i need money to track my money?', 'abbott: it comes bundled with your computer.', ""costello: what's bundled to my computer?"", 'abbott: money   costello: money comes with my computer?', 'abbott: yes.', 'no extra charge.', 'costello: i get a bundle of money with my computer?', 'how much?', ""abbott: one copy   costello: isn't it illegal to copy money?"", 'abbott: microsoft gave us a license to copy money.', 'costello: they can give you a license to copy money?', 'abbott: why not, they own it.']"
"20,June,2004","

	 
       urllink bbc article:    opening hours row at cottage: the cottage was opened as a museum in 1924. a heritage group in stafford say they are angry at plans to cut the opening hours of one of the town's most historic landmarks despite their offers of help. the borough council says izaak walton's cottage, in shallowford, is proving expensive to run. the former home of izaak walton, the author of 1653 fishing book the complete angler, houses a collection dedicated to his life and angling. a report to councillors says that limiting access to the museum to weekends from may to august would save â£17,000. currently the attraction is open on weekday afternoons from april to october. 'few opportunities' but the izaak walton cottage chapter, who have set up a charitable trust to fund the running of the cottage, said they were upset the council had not met them before making the decision. tony bridgett, president of the chapter, said: ""the council threatened to close the cottage 18 months ago and there was a campaign run by the people of stafford and ourselves to keep it open. ""so in some respects we are delighted that it is staying open. ""but it is only going to open from may to the end of august, and only on saturdays and sundays and not bank holidays so members of the public are going to get very few opportunities to visit. ""we have some money available and the council say they haven't got any but they haven't got round to meeting us so we are able to mutually work together."" members of the council's leisure scrutiny committee will debate the plans next week. a spokeswoman for the council said the hours had been revised to take into account when visitors most used the cottage. she said a range of events will continue to be held at the cottage and coach trips, including schools, would still be able to visit during the week. 
    
","[""\n\n\t \n       urllink bbc article:    opening hours row at cottage: the cottage was opened as a museum in 1924. a heritage group in stafford say they are angry at plans to cut the opening hours of one of the town's most historic landmarks despite their offers of help."", ""the borough council says izaak walton's cottage, in shallowford, is proving expensive to run."", 'the former home of izaak walton, the author of 1653 fishing book the complete angler, houses a collection dedicated to his life and angling.', 'a report to councillors says that limiting access to the museum to weekends from may to august would save â£17,000.', 'currently the attraction is open on weekday afternoons from april to october.', ""'few opportunities' but the izaak walton cottage chapter, who have set up a charitable trust to fund the running of the cottage, said they were upset the council had not met them before making the decision."", 'tony bridgett, president of the chapter, said: ""the council threatened to close the cottage 18 months ago and there was a campaign run by the people of stafford and ourselves to keep it open.', '""so in some respects we are delighted that it is staying open.', '""but it is only going to open from may to the end of august, and only on saturdays and sundays and not bank holidays so members of the public are going to get very few opportunities to visit.', '""we have some money available and the council say they haven\'t got any but they haven\'t got round to meeting us so we are able to mutually work together.""', ""members of the council's leisure scrutiny committee will debate the plans next week."", 'a spokeswoman for the council said the hours had been revised to take into account when visitors most used the cottage.', 'she said a range of events will continue to be held at the cottage and coach trips, including schools, would still be able to visit during the week.']"
"19,June,2004","

	 
      spaceshipone, the first private manned spacecraft, is undergoing final preparations before its historic flight to the edge of space on monday. the craft, built by aviation pioneer burt rutan, will be launched into the sky by its carrier, white knight, then rocket upwards to 100km (62 miles).  no private craft has ever been so high. in may, it reached 64km (40 miles) in a test flight, doubling its last best. the attempt over california's mojave desert is due to launch at 1330 gmt. mr rutan and his team from his company, scaled composites, hope the flight will take them closer to winning the ansari x-prize of $10m (â£5.7m) awarded to the first non-government, manned flight into space.   urllink ...more   
    
","['\n\n\t \n      spaceshipone, the first private manned spacecraft, is undergoing final preparations before its historic flight to the edge of space on monday.', 'the craft, built by aviation pioneer burt rutan, will be launched into the sky by its carrier, white knight, then rocket upwards to 100km (62 miles).', 'no private craft has ever been so high.', 'in may, it reached 64km (40 miles) in a test flight, doubling its last best.', ""the attempt over california's mojave desert is due to launch at 1330 gmt."", 'mr rutan and his team from his company, scaled composites, hope the flight will take them closer to winning the ansari x-prize of $10m (â£5.7m) awarded to the first non-government, manned flight into space.', 'urllink ...more']"
"18,June,2004","

	 
       urllink reducing the employment gap between disabled and non disabled people and ensuring equal treatment in accessing goods and services â€“ including transport - are key planks in a drc strategy document launched today to make rights a reality for britainâ€™s 10 million disabled people. 
    
",['\n\n\t \n       urllink reducing the employment gap between disabled and non disabled people and ensuring equal treatment in accessing goods and services â€“ including transport - are key planks in a drc strategy document launched today to make rights a reality for britainâ€™s 10 million disabled people.']
"17,June,2004","

	 
      web accessibility has become a legal requirement in countries around the world and as such has suddenly been thrust into the spotlight of the online community. a lot of misinformation has been thrown around about it so in this article, accessibility and usability experts webcredible attempt to put a stop to this and tell you the truth behind web accessibility.    urllink web accessibility myths - w3reports - daily webmaster news 
    
","['\n\n\t \n      web accessibility has become a legal requirement in countries around the world and as such has suddenly been thrust into the spotlight of the online community.', 'a lot of misinformation has been thrown around about it so in this article, accessibility and usability experts webcredible attempt to put a stop to this and tell you the truth behind web accessibility.', 'urllink web accessibility myths - w3reports - daily webmaster news']"
"15,June,2004","

	 
      potentially useful:  urllink google news alerts by email 
    
",['\n\n\t \n      potentially useful:  urllink google news alerts by email']
"15,June,2004","

	 
       urllink britain cracks down on paid search - news - zdnet 
    
",['\n\n\t \n       urllink britain cracks down on paid search - news - zdnet']
"15,June,2004","

	 
      ""researchers found that even though all participants strongly held the belief that rhyming is in no way an indicator of accuracy, they nonetheless tended to perceive the rhyming statements as more accurate than those that did not rhyme""  urllink inside influence report 
    
","['\n\n\t \n      ""researchers found that even though all participants strongly held the belief that rhyming is in no way an indicator of accuracy, they nonetheless tended to perceive the rhyming statements as more accurate than those that did not rhyme""  urllink inside influence report']"
"15,June,2004","

	 
       urllink dfincbackup - personal backup program   - freeware, looks quite useful
    
","['\n\n\t \n       urllink dfincbackup - personal backup program   - freeware, looks quite useful']"
"11,June,2004","

	 
       urllink tasktracker - keep your files at your fingertips  - seems like quite a handy utility, for free
    
","['\n\n\t \n       urllink tasktracker - keep your files at your fingertips  - seems like quite a handy utility, for free']"
"08,June,2004","

	 
       urllink adobe reader speedup   adobe reader speedup is a simple application that was created to help make the loading time of adobe's acrobat/reader software bearable for everyday use. ar speedup only needs to be used once (a process taking only a few seconds) and then your 'reader will be transformed forever. there are also some tweaking options available. ""w00t!"", as the young kids say. 
    
","[""\n\n\t \n       urllink adobe reader speedup   adobe reader speedup is a simple application that was created to help make the loading time of adobe's acrobat/reader software bearable for everyday use."", ""ar speedup only needs to be used once (a process taking only a few seconds) and then your 'reader will be transformed forever."", 'there are also some tweaking options available.', '""w00t!', '"", as the young kids say.']"
"07,June,2004","

	 
       urllink google, yahoo face off in suit   google is the darling of the internet and seemingly at the top of its game as it charges toward a public stock offering sometime this summer.  but the mountain view company could be paying hundreds of millions of dollars to its sunnyvale archrival, yahoo, if it loses a little-noticed patent lawsuit unfolding in a san jose courtroom.  the case pits google against overture services, an internet advertising company bought by yahoo last year. overture claims it patented an online bidding system for ads seven months before google introduced a similar system.  patent attorneys who have reviewed the suit said overture's patent claims can't be easily dismissed.  ``i think there is merit based on the breadth of the claims,'' said dave ashby, a patent attorney with the ip strategy group in cupertino. ``i took a look at it and said, `yep, google does that. yep, google does that.' ''  a key ruling in the 2-year-old case -- which could determine whether the two sides settle or forge ahead to a jury trial -- is expected at any time, say patent attorneys who have reviewed the suit.  advertising made up about 95 percent of google's $1 billion in revenue last year. if the company loses the patent suit, it would probably have to pay damages, license technology from yahoo or alter how it manages its ad system.  overture, then known as goto.com, filed its patent in may 1999 for a ``system and method for influencing a position on a search result list.'' the 43-page patent application details a system in which advertisers would be able to bid for better placement of ads in search-engine results and manage their accounts through a web browser.  the u.s. patent office awarded the patent july 31, 2001.  in february 2002, google introduced its adwords program -- a system that would eventually help reshape internet advertising and legitimize search engines as a viable business. with adwords, advertisers bid for the right to certain keywords. when a google user types in that keyword as part of a search, the advertiser's pitch shows up near the results.  a tour operator in hawaii, for example, might buy the terms ``hawaii,'' ``vacation,'' ``volcano'' and ``beach,'' and its ads will appear next to google search results for those terms. advertisers bid against one another for keywords, with higher bidders getting better ad placement.  in its suit, filed in april 2002, overture says google is ``willfully'' and ``directly infringing'' on its patent. the company is seeking triple damages.  google, which is in a mandated ``quiet period'' leading up to its ipo, declined to comment on the suit, as did attorneys representing both companies.  but in court documents, the company denies overture's allegations. among other things, google is claiming that overture was using its advertising system for more than a year before it filed for its patent. patent law gives people a year to file patents after inventing something; a late filing automatically invalidates the patent.  patent attorneys who have reviewed court documents have mixed views on overture's chances of prevailing.  mitchell rosenfeld, a patent attorney with capstone law group in san mateo, said google has submitted substantial evidence to show that overture missed the one-year deadline.  rosenfeld said a key issue in the case could end up being whether overture was testing its technology or using a finished product.  on the other hand, overture needs only to prove that google infringed on one of the 67 claims in its patent. also, overture's patent application appears to have been well-researched by both the company and the patent office, said bruce sunstein of bromberg & sunstein in boston.  ``this is going to be a patent that is relatively difficult to knock out,'' sunstein said.  since late march, u.s. district judge jeffrey white, a former patent attorney, has been analyzing the scope and meaning of overture's patent, poring over each word and studying terminology such as ``database'' and ``search result list.'' it's a crucial step before a jury can be asked to decide whether a company has infringed on a patent. a ruling could come any day.  known as ``markman'' rulings, these decisions are often tipping points in patent cases, said patent attorney john ferrell, co-founder of carr & ferrell in palo alto.  if the judge does not agree with one side's interpretation of the patent language, it will often push to settle the suit, he said.  the case is especially intriguing now that internet search engines have become big business. when the suit was filed two years ago, overture was suing an up-and-coming search engine with an unproven business model.  today, google is considered the king of internet search. and overture's stature increased when yahoo acquired the company for $1.83 billion in stock and cash, incorporating its advertising technology and patents into its services.  ``it's one of those things that two or three years ago wouldn't have been an issue,'' said andy beal, vice president of search marketing for websourced. ``but it just goes to show you how big search is.''  about half of all patent verdicts are overturned on appeal. and the stakes are high. ultimately, the two sides will have to weigh the costs of a prolonged legal fight -- attorney bills in a case like this could reach $1 million a year -- against the possibility of losing.  ``my observation is that there is this big lawsuit between two enormous players,'' ashby said, ``and no one is paying attention to it.'' 
    
","['\n\n\t \n       urllink google, yahoo face off in suit   google is the darling of the internet and seemingly at the top of its game as it charges toward a public stock offering sometime this summer.', 'but the mountain view company could be paying hundreds of millions of dollars to its sunnyvale archrival, yahoo, if it loses a little-noticed patent lawsuit unfolding in a san jose courtroom.', 'the case pits google against overture services, an internet advertising company bought by yahoo last year.', 'overture claims it patented an online bidding system for ads seven months before google introduced a similar system.', ""patent attorneys who have reviewed the suit said overture's patent claims can't be easily dismissed."", ""``i think there is merit based on the breadth of the claims,'' said dave ashby, a patent attorney with the ip strategy group in cupertino."", '``i took a look at it and said, `yep, google does that.', ""yep, google does that.'"", ""''  a key ruling in the 2-year-old case -- which could determine whether the two sides settle or forge ahead to a jury trial -- is expected at any time, say patent attorneys who have reviewed the suit."", ""advertising made up about 95 percent of google's $1 billion in revenue last year."", 'if the company loses the patent suit, it would probably have to pay damages, license technology from yahoo or alter how it manages its ad system.', ""overture, then known as goto.com, filed its patent in may 1999 for a ``system and method for influencing a position on a search result list.''"", 'the 43-page patent application details a system in which advertisers would be able to bid for better placement of ads in search-engine results and manage their accounts through a web browser.', 'the u.s. patent office awarded the patent july 31, 2001.  in february 2002, google introduced its adwords program -- a system that would eventually help reshape internet advertising and legitimize search engines as a viable business.', 'with adwords, advertisers bid for the right to certain keywords.', ""when a google user types in that keyword as part of a search, the advertiser's pitch shows up near the results."", ""a tour operator in hawaii, for example, might buy the terms ``hawaii,'' ``vacation,'' ``volcano'' and ``beach,'' and its ads will appear next to google search results for those terms."", 'advertisers bid against one another for keywords, with higher bidders getting better ad placement.', ""in its suit, filed in april 2002, overture says google is ``willfully'' and ``directly infringing'' on its patent."", 'the company is seeking triple damages.', ""google, which is in a mandated ``quiet period'' leading up to its ipo, declined to comment on the suit, as did attorneys representing both companies."", ""but in court documents, the company denies overture's allegations."", 'among other things, google is claiming that overture was using its advertising system for more than a year before it filed for its patent.', 'patent law gives people a year to file patents after inventing something; a late filing automatically invalidates the patent.', ""patent attorneys who have reviewed court documents have mixed views on overture's chances of prevailing."", 'mitchell rosenfeld, a patent attorney with capstone law group in san mateo, said google has submitted substantial evidence to show that overture missed the one-year deadline.', 'rosenfeld said a key issue in the case could end up being whether overture was testing its technology or using a finished product.', 'on the other hand, overture needs only to prove that google infringed on one of the 67 claims in its patent.', ""also, overture's patent application appears to have been well-researched by both the company and the patent office, said bruce sunstein of bromberg & sunstein in boston."", ""``this is going to be a patent that is relatively difficult to knock out,'' sunstein said."", ""since late march, u.s. district judge jeffrey white, a former patent attorney, has been analyzing the scope and meaning of overture's patent, poring over each word and studying terminology such as ``database'' and ``search result list.''"", ""it's a crucial step before a jury can be asked to decide whether a company has infringed on a patent."", 'a ruling could come any day.', ""known as ``markman'' rulings, these decisions are often tipping points in patent cases, said patent attorney john ferrell, co-founder of carr & ferrell in palo alto."", ""if the judge does not agree with one side's interpretation of the patent language, it will often push to settle the suit, he said."", 'the case is especially intriguing now that internet search engines have become big business.', 'when the suit was filed two years ago, overture was suing an up-and-coming search engine with an unproven business model.', 'today, google is considered the king of internet search.', ""and overture's stature increased when yahoo acquired the company for $1.83 billion in stock and cash, incorporating its advertising technology and patents into its services."", ""``it's one of those things that two or three years ago wouldn't have been an issue,'' said andy beal, vice president of search marketing for websourced."", ""``but it just goes to show you how big search is.''"", 'about half of all patent verdicts are overturned on appeal.', 'and the stakes are high.', 'ultimately, the two sides will have to weigh the costs of a prolonged legal fight -- attorney bills in a case like this could reach $1 million a year -- against the possibility of losing.', ""``my observation is that there is this big lawsuit between two enormous players,'' ashby said, ``and no one is paying attention to it.''""]"
"07,June,2004","

	 
       urllink recipe ingredient conversion calculator 
    
",['\n\n\t \n       urllink recipe ingredient conversion calculator']
"06,June,2004","

	 
       urllink bbc news | technology | teenagers reach out via weblogs 
    
",['\n\n\t \n       urllink bbc news | technology | teenagers reach out via weblogs']
"06,June,2004","

	 
       urllink revs blog 
    
",['\n\n\t \n       urllink revs blog']
"06,June,2004","

	 
       urllink ex-president ronald reagan dies 
    
",['\n\n\t \n       urllink ex-president ronald reagan dies']
"22,July,2004","

	 
       urllink icann | policy on transfer of registrations between registrars 
    
",['\n\n\t \n       urllink icann | policy on transfer of registrations between registrars']
"20,July,2004","

	 
       urllink ic surreyonline - attack victim feels let down by court 
    
",['\n\n\t \n       urllink ic surreyonline - attack victim feels let down by court']
"08,July,2004","

	 
      a fireman whose engine jumped a red light and killed a father of two is to be charged with causing death by dangerous driving.  ian robertson 42, was answering an emergency call at the time.   urllink 999 crash death: fireman accused : 
    
","['\n\n\t \n      a fireman whose engine jumped a red light and killed a father of two is to be charged with causing death by dangerous driving.', 'ian robertson 42, was answering an emergency call at the time.', 'urllink 999 crash death: fireman accused :']"
"07,July,2004","

	 
      anyone who has helped a criminal see the error of his ways or helped a victim of crime overcome the ordeal could soon be winning an award for their efforts. people who have made an outstanding contribution to delivering local justice are being targeted in a bid to recognise their complex and demanding work, which often requires them to handle difficult and emotional situations.  nominations are being invited for the hundreds of volunteers and staff who work within the criminal justice system in avon and somerset, keeping communities safe and helping the police achieve results.   urllink article from this is bath - news, entertainment, jobs, homes and cars 
    
","['\n\n\t \n      anyone who has helped a criminal see the error of his ways or helped a victim of crime overcome the ordeal could soon be winning an award for their efforts.', 'people who have made an outstanding contribution to delivering local justice are being targeted in a bid to recognise their complex and demanding work, which often requires them to handle difficult and emotional situations.', 'nominations are being invited for the hundreds of volunteers and staff who work within the criminal justice system in avon and somerset, keeping communities safe and helping the police achieve results.', 'urllink article from this is bath - news, entertainment, jobs, homes and cars']"
"07,July,2004","

	 
       urllink bbc news | entertainment | film | analogue radio switch-off nears: ""the decision to switch off analogue radio will mean about 100 million radios will become obsolete. "" 
    
","['\n\n\t \n       urllink bbc news | entertainment | film | analogue radio switch-off nears: ""the decision to switch off analogue radio will mean about 100 million radios will become obsolete. ""']"
"04,July,2004","

	 
      ""a last-ditch compromise to avoid an outright ban on smacking has been hatched by labour peers in the lords, but campaigners last night said it was doomed to failure because it still left children vulnerable to abuse.  the government is keen to avoid the introducion of measures in the children bill that would outlaw even the most minor smacks by parents.  peers vote on the bill tomorrow and supporters of an outright ban believe they already have more than 100 votes in the bag to support a clause sponsored by a group of anti-smacking peers and the bishop of portsmouth, which would give children the same protection from assault as adults.""   urllink guardian unlimited politics | special reports | total smacking ban hangs on peers' vote 
    
","['\n\n\t \n      ""a last-ditch compromise to avoid an outright ban on smacking has been hatched by labour peers in the lords, but campaigners last night said it was doomed to failure because it still left children vulnerable to abuse.', 'the government is keen to avoid the introducion of measures in the children bill that would outlaw even the most minor smacks by parents.', 'peers vote on the bill tomorrow and supporters of an outright ban believe they already have more than 100 votes in the bag to support a clause sponsored by a group of anti-smacking peers and the bishop of portsmouth, which would give children the same protection from assault as adults.""', ""urllink guardian unlimited politics | special reports | total smacking ban hangs on peers' vote""]"
"03,July,2004","

	 
       urllink reuters | latest financial news / full news coverage no charge for kilroy-silk over anti-arab piece fri 2 july, 2004 10:54    london (reuters) - robert kilroy-silk, the former talk show host and now european parliament member for the united kingdom independence party (ukip), will not be charged over a newspaper article condemning arabs.  the crown prosecution service said on friday it had advised police that no action should be taken over the article, published in january.  in a column headlined: ""we owe arabs nothing"", kilroy-silk wrote: ""what do (arabs) think we feel about them ... that we admire them for being suicide bombers, limb amputators, women repressors?"" 
    
","['\n\n\t \n       urllink reuters | latest financial news / full news coverage no charge for kilroy-silk over anti-arab piece fri 2 july, 2004 10:54    london (reuters) - robert kilroy-silk, the former talk show host and now european parliament member for the united kingdom independence party (ukip), will not be charged over a newspaper article condemning arabs.', 'the crown prosecution service said on friday it had advised police that no action should be taken over the article, published in january.', 'in a column headlined: ""we owe arabs nothing"", kilroy-silk wrote: ""what do (arabs) think we feel about them ... that we admire them for being suicide bombers, limb amputators, women repressors?""']"
"03,July,2004","

	 
       urllink times online - industry sectors : ""mps press for crackdown on cyber-crime by ingrid mansell    maximum jail terms for computer hackers could be quadrupled to two years in a reform of britainï¿½s 14-year-old cyber-crime law. the offence would become extradictable, letting police make overseas hackers stand trial in the uk.  an all-party group of mps looking into computer crime yesterday said that the current six-month sentence for hacking needed increasing to ï¿½send a clear signal that society now takes ï¿½hacking offencesï¿½ rather more seriously than in 1990ï¿½.    the all-party parliamentary internet group (apig) also recommended that a new offence be created to target cyber-criminals who try to shut websites. experts said the new law could be used against the extortion gang that attacked gambling websites, including those run by blue square and capital sports, in the run-up to euro 2004. the gang sent the betting sites an e-mail threatening to bring down their websites unless a ï¿½20,000 ransom was paid. ""
    
","['\n\n\t \n       urllink times online - industry sectors : ""mps press for crackdown on cyber-crime by ingrid mansell    maximum jail terms for computer hackers could be quadrupled to two years in a reform of britainï¿½s 14-year-old cyber-crime law.', 'the offence would become extradictable, letting police make overseas hackers stand trial in the uk.', 'an all-party group of mps looking into computer crime yesterday said that the current six-month sentence for hacking needed increasing to ï¿½send a clear signal that society now takes ï¿½hacking offencesï¿½ rather more seriously than in 1990ï¿½.', 'the all-party parliamentary internet group (apig) also recommended that a new offence be created to target cyber-criminals who try to shut websites.', 'experts said the new law could be used against the extortion gang that attacked gambling websites, including those run by blue square and capital sports, in the run-up to euro 2004. the gang sent the betting sites an e-mail threatening to bring down their websites unless a ï¿½20,000 ransom was paid. ""']"
"03,July,2004","

	 
       urllink guardian unlimited politics | special reports | kilroy escapes prosecution for anti-arab article : ""robert kilroy-silk will not face prosecution over his inflammatory sunday express article condemning the arab people as 'limb-amputators and women repressors', it was revealed today. the crown prosecution service (cps) declared it could not establish that mr kilroy-silk, who was forced to quit his lucrative daytime bbc tv show after the piece appeared and has since become an mep for the europhobic uk independence party, had intended to stir up racial hatred with the article.""
    
","['\n\n\t \n       urllink guardian unlimited politics | special reports | kilroy escapes prosecution for anti-arab article : ""robert kilroy-silk will not face prosecution over his inflammatory sunday express article condemning the arab people as \'limb-amputators and women repressors\', it was revealed today.', 'the crown prosecution service (cps) declared it could not establish that mr kilroy-silk, who was forced to quit his lucrative daytime bbc tv show after the piece appeared and has since become an mep for the europhobic uk independence party, had intended to stir up racial hatred with the article.""']"
"03,July,2004","

	 
       urllink online recruitment - the magazine for recruitment and hr professionals involved in internet recruitment : ""psychometric testing continues to be a contentious issue among recruiters, despite many organisations having adopted testing as an integral part of staff selection. work sample tests are now recognised as one of the most effective predictors of future job performance, according to a report released today (wednesday 30 june) by irs employment review, published by lexisnexis""
    
","['\n\n\t \n       urllink online recruitment - the magazine for recruitment and hr professionals involved in internet recruitment : ""psychometric testing continues to be a contentious issue among recruiters, despite many organisations having adopted testing as an integral part of staff selection.', 'work sample tests are now recognised as one of the most effective predictors of future job performance, according to a report released today (wednesday 30 june) by irs employment review, published by lexisnexis""']"
"03,July,2004","

	 
       urllink epolitix - harman backs action on rape prosecutions : ""harriet harman has said the government is determined to ensure that more rapists are successfully prosecuted for their crimes. the solicitor general's comments came as a the crown prosecution service (cps) published a new document giving advice to prosecutors on how to handle rape cases. harman, the government's second most senior law officer, also indicated her opposition to moves that would grant anonymity to defendants in sex crime cases.""
    
","['\n\n\t \n       urllink epolitix - harman backs action on rape prosecutions : ""harriet harman has said the government is determined to ensure that more rapists are successfully prosecuted for their crimes.', ""the solicitor general's comments came as a the crown prosecution service (cps) published a new document giving advice to prosecutors on how to handle rape cases."", 'harman, the government\'s second most senior law officer, also indicated her opposition to moves that would grant anonymity to defendants in sex crime cases.""']"
"03,July,2004","

	 
       urllink this is staffordshire - news, entertainment, jobs, homes and cars 
    
","['\n\n\t \n       urllink this is staffordshire - news, entertainment, jobs, homes and cars']"
"03,July,2004","

	 
       urllink vnunet.com - supermarket sites criticised over accessibility : ""some of the uk's leading supermarkets are failing online shoppers with disabilities, according to charity abilitynet. abilitynet carried out tests on supermarket websites to find out how easily accessible they were for users with disabilities such as visual impairment, dyslexia or a physical disability that makes mouse use difficult. the organisation found that sainsbury's, asda, somerfield and morrisons failed to provide even basic levels of accessibility for disabled users.""
    
","['\n\n\t \n       urllink vnunet.com - supermarket sites criticised over accessibility : ""some of the uk\'s leading supermarkets are failing online shoppers with disabilities, according to charity abilitynet.', 'abilitynet carried out tests on supermarket websites to find out how easily accessible they were for users with disabilities such as visual impairment, dyslexia or a physical disability that makes mouse use difficult.', 'the organisation found that sainsbury\'s, asda, somerfield and morrisons failed to provide even basic levels of accessibility for disabled users.""']"
