dates,posts,sentence_tokenize
"18,June,2000","


       
      my net connection expired so no blogging. am not very regular these days, will try and be so from now on.
     

 
    
","['\n\n\n       \n      my net connection expired so no blogging.', 'am not very regular these days, will try and be so from now on.']"
"06,June,2000","


       
      will get back to regular blogging frm tommorow. goodnight
     

 
    
","['\n\n\n       \n      will get back to regular blogging frm tommorow.', 'goodnight']"
"03,June,2000","


       
      and i'm bad 
     

 
    
","[""\n\n\n       \n      and i'm bad""]"
"03,June,2000","


       
      i'm back 
     

 
    
","[""\n\n\n       \n      i'm back""]"
"03,June,2000","


       
      guess so anyway i'm off for a couple of days got an interview for the times school of marketing wish me luck
     

 
    
","[""\n\n\n       \n      guess so anyway i'm off for a couple of days got an interview for the times school of marketing wish me luck""]"
"03,June,2000","


       
      is blogger finally working 
     

 
    
",['\n\n\n       \n      is blogger finally working']
"14,January,2001","


       
      i wonder if anybody in india reads newsgroups                my new timepass, newsgroups     
     

 
    
","['\n\n\n       \n      i wonder if anybody in india reads newsgroups                my new timepass, newsgroups']"
"14,January,2001","


       
      dunno for how long though
     

 
    
",['\n\n\n       \n      dunno for how long though']
"14,January,2001","


       
      oh well i'm back
     

 
    
","[""\n\n\n       \n      oh well i'm back""]"
"25,July,2001","


       
      i wonder when will blogger fix that time glitch. india timezone still doesn't show :(
     

 
    
","['\n\n\n       \n      i wonder when will blogger fix that time glitch.', ""india timezone still doesn't show :(""]"
"24,July,2001","


       
      another day begins, wonder what this has in store. i downloaded the new  urllink internet explorer  beta here, with smart tags et al. must say the outlook splash screen looks mind blowing. it seems to be more stable than the earlier preview release. the smart tags are neat, but i wonder as to how useful they might prove in the course of ordinary browsing??
     

 
    
","['\n\n\n       \n      another day begins, wonder what this has in store.', 'i downloaded the new  urllink internet explorer  beta here, with smart tags et al.', 'must say the outlook splash screen looks mind blowing.', 'it seems to be more stable than the earlier preview release.', 'the smart tags are neat, but i wonder as to how useful they might prove in the course of ordinary browsing?', '?']"
"24,July,2001","


       
      bah that tom clancy book line of control sucks, no sense of reality or perspective
     

 
    
","['\n\n\n       \n      bah that tom clancy book line of control sucks, no sense of reality or perspective']"
"24,July,2001","


       
      i think i shall call it a day today too many mp3's today  will try out that morpheus bit tomorrow 
     

 
    
","[""\n\n\n       \n      i think i shall call it a day today too many mp3's today  will try out that morpheus bit tomorrow""]"
"24,July,2001","


       
      i wish i were out selling space instead better than sitting here doing nothing
     

 
    
",['\n\n\n       \n      i wish i were out selling space instead better than sitting here doing nothing']
"24,July,2001","


       
      i hope my job is like my internship all play little work :)
     

 
    
",['\n\n\n       \n      i hope my job is like my internship all play little work :)']
"24,July,2001","


       
      and how
     

 
    
",['\n\n\n       \n      and how']
"24,July,2001","


       
      with a bang
     

 
    
",['\n\n\n       \n      with a bang']
"24,July,2001","


       
      i'm back
     

 
    
","[""\n\n\n       \n      i'm back""]"
"28,November,2001","


       
      today is the brand equity quiz. the  largest  quiz show in asia. pity i can't take part... why? cause my company is hosting it... boo hoo.
     

 
    
","['\n\n\n       \n      today is the brand equity quiz.', 'the  largest  quiz show in asia.', ""pity i can't take part... why?"", 'cause my company is hosting it... boo hoo.']"
"28,November,2001","


       
      ok i'm going back to work now. i have to do a research presentation on the times of india in the city of delhi. times of india for those who don't know is the world's  largest  english broadsheet publication... and is part of the bennet coleman and co ltd. india's  largest  media house bar none :)
     

 
    
","[""\n\n\n       \n      ok i'm going back to work now."", 'i have to do a research presentation on the times of india in the city of delhi.', ""times of india for those who don't know is the world's  largest  english broadsheet publication... and is part of the bennet coleman and co ltd. india's  largest  media house bar none :)""]"
"28,November,2001","


       
      i just realised that the line was pretty lame and i have used it before... bah!
     

 
    
",['\n\n\n       \n      i just realised that the line was pretty lame and i have used it before... bah!']
"28,November,2001","


       
      i'm back and like how. i finally have net access at the office...
     

 
    
","[""\n\n\n       \n      i'm back and like how."", 'i finally have net access at the office...']"
"20,December,2001","


       
      i really really must update this blog more often...
     

 
    
",['\n\n\n       \n      i really really must update this blog more often...']
"30,June,2003","


       
      after two weeks of long days and nights i think i'lll be able to leave office at a decent time from tomorrow.  i was preparing a  media manual for nokia... lots of time spent... i hope the effort was worth it... i guess i come to know when i present it to the client  but that is tomorrow, today i got to get back to work...
     

 
    
","[""\n\n\n       \n      after two weeks of long days and nights i think i'lll be able to leave office at a decent time from tomorrow."", 'i was preparing a  media manual for nokia... lots of time spent... i hope the effort was worth it... i guess i come to know when i present it to the client  but that is tomorrow, today i got to get back to work...']"
"19,June,2003","


       
      btw, martin sorrell bought over a sister (our host) agency bates. which means our host will probably cease to exist ina  few months time... which makes me wonder as to what happens to my agency? 25% of which is now owned by wpp, and the rest is owned by wpp's arch (and bigger) rival publicis... the word that comes to mind is b...... :|  that the agency parentages are somewhat complicated is an understatement...
     

 
    
","['\n\n\n       \n      btw, martin sorrell bought over a sister (our host) agency bates.', 'which means our host will probably cease to exist ina  few months time... which makes me wonder as to what happens to my agency?', ""25% of which is now owned by wpp, and the rest is owned by wpp's arch (and bigger) rival publicis... the word that comes to mind is b...... :|  that the agency parentages are somewhat complicated is an understatement...""]"
"18,June,2003","


       
      i now have to check all the billing figures over the past 4 months to see how much more money is left for spending on tv... boring is not even beginning to say it...
     

 
    
",['\n\n\n       \n      i now have to check all the billing figures over the past 4 months to see how much more money is left for spending on tv... boring is not even beginning to say it...']
"18,June,2003","


       
      i'm pretty pleased with myself... i learnt how to make a channel recommendation all by myself... and all in one night... :d
     

 
    
","[""\n\n\n       \n      i'm pretty pleased with myself... i learnt how to make a channel recommendation all by myself... and all in one night... :d""]"
"18,June,2003","


       
      it is 4:45 am and i'm still at work... there is a lesson in this for everyone...
     

 
    
","[""\n\n\n       \n      it is 4:45 am and i'm still at work... there is a lesson in this for everyone...""]"
"18,June,2003","


       
      monsoon seems to have finally hit delhi... to celebrate i drove through driving rain (on my scooter) from home to office (about 10km's)... 
     

 
    
","[""\n\n\n       \n      monsoon seems to have finally hit delhi... to celebrate i drove through driving rain (on my scooter) from home to office (about 10km's)...""]"
"15,June,2003","


       
      i'm bored... i think i'll drown myself in a bag of chips and a large cheese and pepperoni pizza...
     

 
    
","[""\n\n\n       \n      i'm bored... i think i'll drown myself in a bag of chips and a large cheese and pepperoni pizza...""]"
"14,June,2003","


       
      from today i'm the sole media planner on the nokia account :)
     

 
    
","[""\n\n\n       \n      from today i'm the sole media planner on the nokia account :)""]"
"14,June,2003","


       
      nehru's policies  urllink evil? 
     

 
    
","[""\n\n\n       \n      nehru's policies  urllink evil?""]"
"13,June,2003","


       
      i have  commenting system  in the blog now... so if you feel like yapping back at me or commenting at particular post, feel free...  i'm also testing various counters... so the page hit counters you see on the side will keep on changing from time to time... some times you may find two or more... :)
     

 
    
","[""\n\n\n       \n      i have  commenting system  in the blog now... so if you feel like yapping back at me or commenting at particular post, feel free...  i'm also testing various counters... so the page hit counters you see on the side will keep on changing from time to time... some times you may find two or more... :)""]"
"12,June,2003","


       
      more on cellular data in india,   no. of cellular subscribers by   urllink circle   & by   urllink providers  
     

 
    
","['\n\n\n       \n      more on cellular data in india,   no.', 'of cellular subscribers by   urllink circle   & by   urllink providers']"
"12,June,2003","


       
      have been doing some work on  cellular service providers  in the country (india), click  urllink here  to have a look at the various brands available in the various circles...  more stuff coming up on this...
     

 
    
","['\n\n\n       \n      have been doing some work on  cellular service providers  in the country (india), click  urllink here  to have a look at the various brands available in the various circles...  more stuff coming up on this...']"
"12,June,2003","


       
      it is said that if newton had not discovered the principles of gravity, somebody else surely would have. this has been proved time and again, ramanujam reputedly singlehandedly calculated all the mathematical principles that the world had done in the for the past 100 years or so, because nobody told him that someone had already done so...  why am i talking about this?  i thought it might be neat idea to use wifi as a third standard for 3rd gen mobile telephony (apart from gsm, cdma), by piggybacking voip on wifi. simpe isn't it.   it turns out that half the world is already working on it... not only working on it but a search for  urllink it  tells that it is talking about it like crazy. and not only working on it & talking about it, but also taking steps to counter/co-opt it, as last month's (sorry can't lcoate it online) issue of wired reports...
     

 
    
","['\n\n\n       \n      it is said that if newton had not discovered the principles of gravity, somebody else surely would have.', 'this has been proved time and again, ramanujam reputedly singlehandedly calculated all the mathematical principles that the world had done in the for the past 100 years or so, because nobody told him that someone had already done so...  why am i talking about this?', 'i thought it might be neat idea to use wifi as a third standard for 3rd gen mobile telephony (apart from gsm, cdma), by piggybacking voip on wifi.', ""simpe isn't it."", 'it turns out that half the world is already working on it... not only working on it but a search for  urllink it  tells that it is talking about it like crazy.', ""and not only working on it & talking about it, but also taking steps to counter/co-opt it, as last month's (sorry can't lcoate it online) issue of wired reports...""]"
"11,June,2003","


       
      i may not get to see preview release of the matrix reloaded today, and that makes me very sad... why? i have to take over the nokia account, and the handing over takes place today and will take the whole of evening... :((((((((
     

 
    
","['\n\n\n       \n      i may not get to see preview release of the matrix reloaded today, and that makes me very sad... why?', 'i have to take over the nokia account, and the handing over takes place today and will take the whole of evening... :((((((((']"
"11,June,2003","


       
      i thought mega retail outlets were not making money, apparently they are, because  urllink rpg  is spending a lot of moeny...
     

 
    
","['\n\n\n       \n      i thought mega retail outlets were not making money, apparently they are, because  urllink rpg  is spending a lot of moeny...']"
"11,June,2003","


       
      dettol  urllink is not  an antiseptic soap... gosh!! i would have never known... i remember my branding prof back in college saying ""dettol means *protection*""... hee hee :d
     

 
    
","['\n\n\n       \n      dettol  urllink is not  an antiseptic soap...', 'gosh!!', 'i would have never known... i remember my branding prof back in college saying ""dettol means *protection*""... hee hee :d']"
"11,June,2003","


       
      i'm a marketeers delight, i'm also on the market for an mp3 player, this  urllink slimx 550  is one of the ones that made the shortlist. a  urllink review  of the same.   more models that were considered...  urllink slimx 400 ,   urllink slimx 350   though i'm tending towards a hard drive player...
     

 
    
","[""\n\n\n       \n      i'm a marketeers delight, i'm also on the market for an mp3 player, this  urllink slimx 550  is one of the ones that made the shortlist."", 'a  urllink review  of the same.', ""more models that were considered...  urllink slimx 400 ,   urllink slimx 350   though i'm tending towards a hard drive player...""]"
"11,June,2003","


       
       urllink super fast computer  for ten facts about the internet...
     

 
    
",['\n\n\n       \n       urllink super fast computer  for ten facts about the internet...']
"10,June,2003","


       
      so you thought economics was a nutty subject... in   urllink what's the difference between working for money and playing for money?   kottke comments on virtual economies interacting with the one in the real world...
     

 
    
","[""\n\n\n       \n      so you thought economics was a nutty subject... in   urllink what's the difference between working for money and playing for money?"", 'kottke comments on virtual economies interacting with the one in the real world...']"
"09,June,2003","


       
      i'm going to be buying a bike soon... a  urllink pulsar  is what i have finally settled on. the specs on the bajaj site are totally out of date. rumours have it that pulsar is going to be out with a 250cc variant. will wait for that.
     

 
    
","[""\n\n\n       \n      i'm going to be buying a bike soon... a  urllink pulsar  is what i have finally settled on."", 'the specs on the bajaj site are totally out of date.', 'rumours have it that pulsar is going to be out with a 250cc variant.', 'will wait for that.']"
"09,June,2003","


       
       urllink more  on cas chaos, this time the research focuses on consumers rather than the commercial interests.   it's a research report, so one can't comment, but one guesses that far more people will go in for the boxes than the research suggests, even at the higher prices mentioned. tv is too much of a basic necessity for families to ignore. what will they do in spare time? go and take a walk in the park or hit the football field, like the old days? not bloody likely.
     

 
    
","['\n\n\n       \n       urllink more  on cas chaos, this time the research focuses on consumers rather than the commercial interests.', ""it's a research report, so one can't comment, but one guesses that far more people will go in for the boxes than the research suggests, even at the higher prices mentioned."", 'tv is too much of a basic necessity for families to ignore.', 'what will they do in spare time?', 'go and take a walk in the park or hit the football field, like the old days?', 'not bloody likely.']"
"09,June,2003","


       
      found  urllink this  awesome piece of code  urllink here . which allows you to convert any summary sheet/table into a database list!!! cool... eases work so much. aahhh...  there is a slight error in the code, but if you are familiar with excel vba, you should be able to fix it in a snap... :)
     

 
    
","['\n\n\n       \n      found  urllink this  awesome piece of code  urllink here .', 'which allows you to convert any summary sheet/table into a database list!!!', 'cool... eases work so much.', 'aahhh...  there is a slight error in the code, but if you are familiar with excel vba, you should be able to fix it in a snap... :)']"
"09,June,2003","


       
      nice quote for the day...  ""there's a warder who's fond of me. i don't ask why, i've learnt to take what's there without questioning the source. when he sees me on all fours scrabbling at the earth in a random-looking way that is quite scientific, he gets upset and hurries over with the spade and offers to help me. especially, he wants me to use the spade. he doesn't understand i want the freedom to make my own mistakes.""   ~from ""the passion"", by jeannette winterson
     

 
    
","['\n\n\n       \n      nice quote for the day...  ""there\'s a warder who\'s fond of me.', ""i don't ask why, i've learnt to take what's there without questioning the source."", 'when he sees me on all fours scrabbling at the earth in a random-looking way that is quite scientific, he gets upset and hurries over with the spade and offers to help me.', 'especially, he wants me to use the spade.', 'he doesn\'t understand i want the freedom to make my own mistakes.""', '~from ""the passion"", by jeannette winterson']"
"09,June,2003","


       
      matrix reloaded here i come... i get to see the preview release this thursday... :d
     

 
    
",['\n\n\n       \n      matrix reloaded here i come... i get to see the preview release this thursday... :d']
"09,June,2003","


       
      i went  urllink ego surfing  today...   a search for  urllink chirag patnaik  on google, throws back one of yours truly's websites which i mentioned  urllink yesterday .   a search for chirag on the other hand shows nothing... :(
     

 
    
","[""\n\n\n       \n      i went  urllink ego surfing  today...   a search for  urllink chirag patnaik  on google, throws back one of yours truly's websites which i mentioned  urllink yesterday ."", 'a search for chirag on the other hand shows nothing... :(']"
"09,June,2003","


       
        does advertising have variations across the year?   was a question asked.  of course. and it varies differently for different categories. as a broad and general statement for print, advertising peaks in october, with an immediate fall in november. for the rest of the year it is more or less at a stable level, except for a slight dip in feb, april and july.   of course there is also the fact that there will be individual variations for different categories... woollens, cars, computers for obvious reasons.  then there are special events like the world cup, which would bring about huge swells in spends. this last world cup showed a monitored swell of 50% on print... amazing is the only word i can think of
     

 
    
","['\n\n\n       \n        does advertising have variations across the year?', 'was a question asked.', 'of course.', 'and it varies differently for different categories.', 'as a broad and general statement for print, advertising peaks in october, with an immediate fall in november.', 'for the rest of the year it is more or less at a stable level, except for a slight dip in feb, april and july.', 'of course there is also the fact that there will be individual variations for different categories... woollens, cars, computers for obvious reasons.', 'then there are special events like the world cup, which would bring about huge swells in spends.', 'this last world cup showed a monitored swell of 50% on print... amazing is the only word i can think of']"
"07,June,2003","


       
       urllink indian links  was one of my earlier efforts at websites. the attempt was to test stuff like javascript, seeding search engines for better rankings and general stuff like that.   the search engine rankings worked (for sometime at least), i was number one on altavista for some time... and once i even did a story on manipulating search engine rankings for  urllink education times   had never heard of software like frontpage, so did everything, believe it or not in windows notepad.
     

 
    
","['\n\n\n       \n       urllink indian links  was one of my earlier efforts at websites.', 'the attempt was to test stuff like javascript, seeding search engines for better rankings and general stuff like that.', 'the search engine rankings worked (for sometime at least), i was number one on altavista for some time... and once i even did a story on manipulating search engine rankings for  urllink education times   had never heard of software like frontpage, so did everything, believe it or not in windows notepad.']"
"07,June,2003","


       
       urllink in indian context ftv is truly an adult channel!  from the looks of it... this gent is watching a lot of it... ;)  elsewhere someone mentions that there is no advertising on ftv except for sienna.  not true,  we bought tons of ftv for nokia...
     

 
    
","['\n\n\n       \n       urllink in indian context ftv is truly an adult channel!', 'from the looks of it... this gent is watching a lot of it... ;)  elsewhere someone mentions that there is no advertising on ftv except for sienna.', 'not true,  we bought tons of ftv for nokia...']"
"07,June,2003","


       
       urllink cas  (conditional access system) was supposed to be a boon for the viewer, with the promise of cheaper cable. option of choosing only the pay channels one wants to watch. more accountability of the cable operator towards the braodcaster.  instead it has brought uncertainity... worst case being talked about is that the four cities just drop of the satellite tv map of the country on july 14th (the date of implementation in the four metros). bah!   thank god i never bought a tv...  more on cas from  urllink agencyfaqs.com 
     

 
    
","['\n\n\n       \n       urllink cas  (conditional access system) was supposed to be a boon for the viewer, with the promise of cheaper cable.', 'option of choosing only the pay channels one wants to watch.', 'more accountability of the cable operator towards the braodcaster.', 'instead it has brought uncertainity... worst case being talked about is that the four cities just drop of the satellite tv map of the country on july 14th (the date of implementation in the four metros).', 'bah!', 'thank god i never bought a tv...  more on cas from  urllink agencyfaqs.com']"
"07,June,2003","


       
       urllink exchange4media  reports that there might be a shift of ad revenues from tv to print due to cas (condional access system)...  nonsense.   i think (like the other media planners quoted in the story) nothing of the sort is going to happen. silly to assume, that post cas viewership and readership patterns will change... in fact if the promise of cheaper cable comes through. one might have more people opting for a cable connection.
     

 
    
","['\n\n\n       \n       urllink exchange4media  reports that there might be a shift of ad revenues from tv to print due to cas (condional access system)...  nonsense.', 'i think (like the other media planners quoted in the story) nothing of the sort is going to happen.', 'silly to assume, that post cas viewership and readership patterns will change... in fact if the promise of cheaper cable comes through.', 'one might have more people opting for a cable connection.']"
"07,June,2003","


       
      my most favourite quote for today...  in between goals there is something called life, which has to be lived and enjoyed...   :)
     

 
    
","['\n\n\n       \n      my most favourite quote for today...  in between goals there is something called life, which has to be lived and enjoyed...   :)']"
"07,June,2003","


       
      it's monday morning and i'm blue...
     

 
    
","[""\n\n\n       \n      it's monday morning and i'm blue...""]"
"07,June,2003","


       
       urllink drew's blog  comments on something i've been looking for, for quite some time... he mentions radio. i've heard of radio... expensive... sigh!
     

 
    
","[""\n\n\n       \n       urllink drew's blog  comments on something i've been looking for, for quite some time... he mentions radio."", ""i've heard of radio... expensive... sigh!""]"
"06,June,2003","


       
      saturday morning! work... bah!
     

 
    
","['\n\n\n       \n      saturday morning!', 'work... bah!']"
"06,June,2003","


       
       urllink etc punjabi  is throwing a party on their 3rd anniversary today at  urllink the ashok ... yay. i'm off straight to the party from office...
     

 
    
","['\n\n\n       \n       urllink etc punjabi  is throwing a party on their 3rd anniversary today at  urllink the ashok ... yay.', ""i'm off straight to the party from office...""]"
"06,June,2003","


       
      some people commented that this was a new thing and they had read about it in the magazines...  not true!  look up my  urllink archives , they date back to 2000. (i just kinda dropped out of the scene.) and there were people blogging  years  before i was...
     

 
    
","['\n\n\n       \n      some people commented that this was a new thing and they had read about it in the magazines...  not true!', 'look up my  urllink archives , they date back to 2000.', '(i just kinda dropped out of the scene.)', 'and there were people blogging  years  before i was...']"
"06,June,2003","


       
      for the people who are visiting this place and have no idea about what is a blog... here is a brief intro...  a blog is short for weblog. it is nothing but a personal online journal. in my case as the description on the side says, it is ""the ramblings and rants of somebody in particular about everything in general..."" :).  if you need pointers on how to get one for yourself, do drop  urllink me  a mail...
     

 
    
","['\n\n\n       \n      for the people who are visiting this place and have no idea about what is a blog... here is a brief intro...  a blog is short for weblog.', 'it is nothing but a personal online journal.', 'in my case as the description on the side says, it is ""the ramblings and rants of somebody in particular about everything in general..."" :).', 'if you need pointers on how to get one for yourself, do drop  urllink me  a mail...']"
"06,June,2003","


       
      the website of my college,  urllink the times school of marketing .   i did it :)
     

 
    
","['\n\n\n       \n      the website of my college,  urllink the times school of marketing .', 'i did it :)']"
"06,June,2003","


       
      my favourite quote for today...  ""to laugh often and much; to win the respect of intelligent people and the affection of children, to earn the appreciation of honest critics and endure the betrayal of false friends; to appreciate beauty, to find the best in others; to leave the world a bit better...to know even one life has breathes easier because you have lived. this is to have succeeded"" - ralph waldo emerson
     

 
    
","['\n\n\n       \n      my favourite quote for today...  ""to laugh often and much; to win the respect of intelligent people and the affection of children, to earn the appreciation of honest critics and endure the betrayal of false friends; to appreciate beauty, to find the best in others; to leave the world a bit better...to know even one life has breathes easier because you have lived.', 'this is to have succeeded"" - ralph waldo emerson']"
"06,June,2003","


       
      i have to sit and enter the readership and circulation data for all the publications in india over the past 5 years... this is slowwww and painfull... 
     

 
    
",['\n\n\n       \n      i have to sit and enter the readership and circulation data for all the publications in india over the past 5 years... this is slowwww and painfull...']
"06,June,2003","


       
      i think i may have finally figured how to get this working again...
     

 
    
",['\n\n\n       \n      i think i may have finally figured how to get this working again...']
"21,July,2003","


       
      apparently blogger can send posts by mail ad well... am trying to figure out a way to use it...
     

 
    
",['\n\n\n       \n      apparently blogger can send posts by mail ad well... am trying to figure out a way to use it...']
"16,July,2003","


       
      american shores beckon a batchmate of mine, rohan from  urllink times school of marketing . he is going to  urllink university of michigan . best of luck rohan!!!
     

 
    
","['\n\n\n       \n      american shores beckon a batchmate of mine, rohan from  urllink times school of marketing .', 'he is going to  urllink university of michigan .', 'best of luck rohan!!', '!']"
"15,July,2003","


       
      i've settled on buying the hero honda karizma. costs about 85k (ouch...) my dad (and other poeple) suggests a car at that kind of outlay...
     

 
    
","[""\n\n\n       \n      i've settled on buying the hero honda karizma."", 'costs about 85k (ouch...) my dad (and other poeple) suggests a car at that kind of outlay...']"
"14,July,2003","


       
      i have a community online that i've been trying to do somehting contsructive with @  urllink http://tsm.indiatimes.com/community/  it'd appear that nothing seems to be working... it is deader than a fish out of water.  more time, more time... 
     

 
    
","[""\n\n\n       \n      i have a community online that i've been trying to do somehting contsructive with @  urllink http://tsm.indiatimes.com/community/  it'd appear that nothing seems to be working... it is deader than a fish out of water."", 'more time, more time...']"
"14,July,2003","


       
      tux is the nickname for the mascot for linux...
     

 
    
",['\n\n\n       \n      tux is the nickname for the mascot for linux...']
"14,July,2003","


       
      it was an interesting time on linux...
     

 
    
",['\n\n\n       \n      it was an interesting time on linux...']
"13,July,2003","


       
      a person i thought was a good friend lied to me, on something that i feel is fairly trivial...   why did he do that is what has been troubling me the whole of this weekend...
     

 
    
","['\n\n\n       \n      a person i thought was a good friend lied to me, on something that i feel is fairly trivial...   why did he do that is what has been troubling me the whole of this weekend...']"
"03,July,2003","


       
      i was mucking around with my hard drives partition and guess what... no operating system... it seems the the boot loader has been corrupted :(.   so i picked up  one of the free linux cd's lying around, installed it and downloaded a msn messenger version for linux and now i'm good to go... :d
     

 
    
","['\n\n\n       \n      i was mucking around with my hard drives partition and guess what... no operating system... it seems the the boot loader has been corrupted :(.', ""so i picked up  one of the free linux cd's lying around, installed it and downloaded a msn messenger version for linux and now i'm good to go... :d""]"
