dates,posts,sentence_tokenize
"28,June,2001","


     

      my life just got infinitely better.  they finally restocked the coke machine!  cans of diet coke for only $0.45, rejoice.

     

    
","['\n\n\n     \n\n      my life just got infinitely better.', 'they finally restocked the coke machine!', 'cans of diet coke for only $0.45, rejoice.']"
"25,June,2001","


     

      i ended up working from 11 am until 4:30 am on saturday/sunday.  that's over 17 hours of work  straight .  needless to say, my sleep cycle is completely erratic and my body is weak.  that didn't keep me from playing street hockey with  urllink eric  and about 15 little kids yesterday!

     

    
","['\n\n\n     \n\n      i ended up working from 11 am until 4:30 am on saturday/sunday.', ""that's over 17 hours of work  straight ."", 'needless to say, my sleep cycle is completely erratic and my body is weak.', ""that didn't keep me from playing street hockey with  urllink eric  and about 15 little kids yesterday!""]"
"07,July,2001","


     

      i broke the search engine earlier and since i switch servers so often, there is no point trying to rebuild it everywhere i go.  it's gone.

     

    
","['\n\n\n     \n\n      i broke the search engine earlier and since i switch servers so often, there is no point trying to rebuild it everywhere i go.', ""it's gone.""]"
"06,July,2001","


     

      560 calories burned on the stationary bike.  woohoo, i can go eat that whopper now!

     

    
","['\n\n\n     \n\n      560 calories burned on the stationary bike.', 'woohoo, i can go eat that whopper now!']"
"05,July,2001","


     

      god damn it!  i hate forgetting that i have a website to deal with.  let's see, what's been going on lately.  i have a potentially big project on my hands.  basically, it is a complete rewrite of the content management system (cms) i wrote for the  urllink daily .  now that i know the error of my ways from the first attempt at a cms, i can do this one right.  so far, i have added (or plan on adding) a completely modular approach, automatic archiving, web-based configuration, a database backend and most importantly, the ability to create sites that have infinite depth.  each template can reference a previous template, which could itself reference a previous template and so on.  try writing a database for that one!  other than that, life is good.

     

    
","['\n\n\n     \n\n      god damn it!', 'i hate forgetting that i have a website to deal with.', ""let's see, what's been going on lately."", 'i have a potentially big project on my hands.', 'basically, it is a complete rewrite of the content management system (cms) i wrote for the  urllink daily .', 'now that i know the error of my ways from the first attempt at a cms, i can do this one right.', 'so far, i have added (or plan on adding) a completely modular approach, automatic archiving, web-based configuration, a database backend and most importantly, the ability to create sites that have infinite depth.', 'each template can reference a previous template, which could itself reference a previous template and so on.', 'try writing a database for that one!', 'other than that, life is good.']"
"02,July,2001","


     

      wtf?  the wings picked up  urllink hasek ?

     

    
","['\n\n\n     \n\n      wtf?', 'the wings picked up  urllink hasek ?']"
"13,July,2001","


     

      throw 40 machines at a project, reap the results: i broke into the top 1000 on  urllink distributed.net .  that wasn't even using all of the machines at my disposal.  lets see, what machines am i using?

 

 i386

 

 1.2ghz athlon (windows me)

 900mhz athlon (openbsd 2.9)  (2 total) 

 800mhz duron (freebsd 4.3)

 500mhz pentium iii (windows 2000 server)

 366mhz celeron (openbsd 2.9)

 266mhz pentium (openbsd 2.9)

 200mhz pentium (openbsd 2.9)

 

 ppc

 

 733 mhz g4 (mac os x server 10.0.4)

 533 mhz dual g4 (mac os x server 10.0.4)

 500 mhz g4 (mac os 9.1)  (8 total) 

 400 mhz g3 (mac os 9.1)  (5 total) 

 266 mhz g3 (mac os 9.1)  (20 total) 

 

 

that's 43 machines and 18.25ghz so far.  there are still 8 more imacs (2.13ghz) that i am not using yet.  they won't help much, but it all adds up...

     

    
","['\n\n\n     \n\n      throw 40 machines at a project, reap the results: i broke into the top 1000 on  urllink distributed.net .', ""that wasn't even using all of the machines at my disposal."", 'lets see, what machines am i using?', ""i386\n\n \n\n 1.2ghz athlon (windows me)\n\n 900mhz athlon (openbsd 2.9)  (2 total) \n\n 800mhz duron (freebsd 4.3)\n\n 500mhz pentium iii (windows 2000 server)\n\n 366mhz celeron (openbsd 2.9)\n\n 266mhz pentium (openbsd 2.9)\n\n 200mhz pentium (openbsd 2.9)\n\n \n\n ppc\n\n \n\n 733 mhz g4 (mac os x server 10.0.4)\n\n 533 mhz dual g4 (mac os x server 10.0.4)\n\n 500 mhz g4 (mac os 9.1)  (8 total) \n\n 400 mhz g3 (mac os 9.1)  (5 total) \n\n 266 mhz g3 (mac os 9.1)  (20 total) \n\n \n\n \n\nthat's 43 machines and 18.25ghz so far."", 'there are still 8 more imacs (2.13ghz) that i am not using yet.', ""they won't help much, but it all adds up...""]"
"09,July,2001","


     

      d'oh!  i forgot that  urllink distributed.net  usually has a few projects at a time and that you have to configure your client if you want to work on one specific project.  all of my clients (all 30 of them) are now working solely on rc5.  about 600 work hours were spent on  urllink ogr , wtf that is...

     

    
","[""\n\n\n     \n\n      d'oh!"", 'i forgot that  urllink distributed.net  usually has a few projects at a time and that you have to configure your client if you want to work on one specific project.', 'all of my clients (all 30 of them) are now working solely on rc5.', 'about 600 work hours were spent on  urllink ogr , wtf that is...']"
"08,July,2001","


     

      flash of genius!  i don't know why i didn't think of this earlier.  just watch  urllink this page  over the next few weeks....

     

    
","['\n\n\n     \n\n      flash of genius!', ""i don't know why i didn't think of this earlier."", 'just watch  urllink this page  over the next few weeks....']"
"21,July,2001","


     

       urllink controlling the users on a bsd box  just became so much clearer to me.

     

    
",['\n\n\n     \n\n       urllink controlling the users on a bsd box  just became so much clearer to me.']
"20,July,2001","


     

      i, for one, am quite happy that brunching shuttlecocks  urllink rates a random category  more often then once a week.

     

    
","['\n\n\n     \n\n      i, for one, am quite happy that brunching shuttlecocks  urllink rates a random category  more often then once a week.']"
"18,July,2001","


     

          opensob (9:14 pm):   i am lonely!    googlyminotaur (9:14 pm):    . i'm here for you     opensob (9:14 pm):   do you love me?    googlyminotaur (9:14 pm):    ! absolutely     opensob (9:14 pm):   why?    googlyminotaur (9:14 pm):    . cause i said so     opensob (9:14 pm):   thanks!    googlyminotaur (9:14 pm):    np                                          you should all  urllink im the radiohead aimbot  now.

     

    
","['\n\n\n     \n\n          opensob (9:14 pm):   i am lonely!', 'googlyminotaur (9:14 pm):    .', ""i'm here for you     opensob (9:14 pm):   do you love me?"", 'googlyminotaur (9:14 pm):    !', 'absolutely     opensob (9:14 pm):   why?', 'googlyminotaur (9:14 pm):    .', 'cause i said so     opensob (9:14 pm):   thanks!', 'googlyminotaur (9:14 pm):    np                                          you should all  urllink im the radiohead aimbot  now.']"
"17,July,2001","


     

      i hate the  urllink ann arbor   urllink art   urllink fair .  the fair has yet to begin, but the annoyance flows strong today.  i live on south university, which is currently covered in canopies full of 'art'.  i work on maynard, which is currently covered in canopies full of 'art'.  the places i eat, sleep and work are overrun, and the fair hasn't even started yet.  life will get much worse when the tens of thousands of people begin to slowly crawl from canopy to canopy, either feigning a vague interest in the life work of an artist or exclaiming praise for the bravura.  

     

    
","['\n\n\n     \n\n      i hate the  urllink ann arbor   urllink art   urllink fair .', 'the fair has yet to begin, but the annoyance flows strong today.', ""i live on south university, which is currently covered in canopies full of 'art'."", ""i work on maynard, which is currently covered in canopies full of 'art'."", ""the places i eat, sleep and work are overrun, and the fair hasn't even started yet."", 'life will get much worse when the tens of thousands of people begin to slowly crawl from canopy to canopy, either feigning a vague interest in the life work of an artist or exclaiming praise for the bravura.']"
"27,July,2001","


     

       urllink 241st !   ya know, i am not sure why my rc5 output is increasing so much lately.  i actually disabled the client on my main server at home.  the server is stuck between two dressers and has a second server sitting on top of it.  needless to say, the air flow isn't so great and the temperature was simply too hot when running the proc at 100% 24/7.  maybe someone else is cracking for me...   that would make for a pretty cool trojan/virus.  have it simply install dnetc then attempt to infect other computers.  when it was finally discovered,  urllink distributed.net  would be shut down, but hopefully not until i had won the $1000 prize.

     

    
","['\n\n\n     \n\n       urllink 241st !', 'ya know, i am not sure why my rc5 output is increasing so much lately.', 'i actually disabled the client on my main server at home.', 'the server is stuck between two dressers and has a second server sitting on top of it.', ""needless to say, the air flow isn't so great and the temperature was simply too hot when running the proc at 100% 24/7."", 'maybe someone else is cracking for me...   that would make for a pretty cool trojan/virus.', 'have it simply install dnetc then attempt to infect other computers.', 'when it was finally discovered,  urllink distributed.net  would be shut down, but hopefully not until i had won the $1000 prize.']"
"26,July,2001","


     

      i just found my  urllink new cell phone .  i have put off buying one for almost a year now.  the pager provided by work is just not enough to keep my in touch with everyone.  i have had two instances where people needed to get in touch with me and the pager has failed.  the main problem is that the pager is connectionless communication.  someone dails and number or sends an email, but they get zero confirmation that the page was actually received.  with a cell phone, you know if you get through instantaneously.  pagers should be banned.

     

    
","['\n\n\n     \n\n      i just found my  urllink new cell phone .', 'i have put off buying one for almost a year now.', 'the pager provided by work is just not enough to keep my in touch with everyone.', 'i have had two instances where people needed to get in touch with me and the pager has failed.', 'the main problem is that the pager is connectionless communication.', 'someone dails and number or sends an email, but they get zero confirmation that the page was actually received.', 'with a cell phone, you know if you get through instantaneously.', 'pagers should be banned.']"
"24,July,2001","


     

       urllink 288th !  woohoo!

     

    
","['\n\n\n     \n\n       urllink 288th !', 'woohoo!']"
"24,July,2001","


     

      more exploits and fun.  depaul university has not ip restricted their printers.  you can just ftp into any of these ips and dump a print job: 

140.192.11.10, 140.192.11.11, 140.192.11.14, 140.192.11.22, 140.192.11.24, 140.192.15.121, 140.192.15.122, 140.192.15.161, 140.192.15.245, 140.192.15.251, 140.192.16.16, 140.192.17.12, 140.192.18.121, 140.192.18.122, 140.192.18.123...  and the list goes on.

     

    
","['\n\n\n     \n\n      more exploits and fun.', 'depaul university has not ip restricted their printers.', 'you can just ftp into any of these ips and dump a print job: \n\n140.192.11.10, 140.192.11.11, 140.192.11.14, 140.192.11.22, 140.192.11.24, 140.192.15.121, 140.192.15.122, 140.192.15.161, 140.192.15.245, 140.192.15.251, 140.192.16.16, 140.192.17.12, 140.192.18.121, 140.192.18.122, 140.192.18.123...  and the list goes on.']"
"24,July,2001","


     

      well, gotta love the errors of others.  bugtraq was specifically told not to release  urllink this code for a telnetd exploit , but now everyone has it.  i tested it on one of my servers (freebsd 4.3 release) and it worked.  it has to send  16 megs  of data to the target box, but it works.  try it on your friends today!

     

    
","['\n\n\n     \n\n      well, gotta love the errors of others.', 'bugtraq was specifically told not to release  urllink this code for a telnetd exploit , but now everyone has it.', 'i tested it on one of my servers (freebsd 4.3 release) and it worked.', 'it has to send  16 megs  of data to the target box, but it works.', 'try it on your friends today!']"
"02,August,2001","


     

      oh god,  urllink these jokes  are disgustingly hilarious (or just hilarious and digusting?).

     

    
","['\n\n\n     \n\n      oh god,  urllink these jokes  are disgustingly hilarious (or just hilarious and digusting?', ').']"
"08,August,2001","


     

      i got  urllink farked  today, farked real good...  all because of a little  urllink game poll  i put up.

     

    
","['\n\n\n     \n\n      i got  urllink farked  today, farked real good...  all because of a little  urllink game poll  i put up.']"
"07,August,2001","


     

      so, i turned 21 last weekend, and what do i decide to do last night?  go to canada!  not only is it still a mockery of a real country,  urllink their money  has become true play money.  the $10 bill looks like a child when nuts with watercolors.  

     

    
","['\n\n\n     \n\n      so, i turned 21 last weekend, and what do i decide to do last night?', 'go to canada!', 'not only is it still a mockery of a real country,  urllink their money  has become true play money.', 'the $10 bill looks like a child when nuts with watercolors.']"
"16,November,2001","


     

      hi kids, i haven't died.  this weblog is all but dead, but i am not.  most of my time is being spent working on the backend of  urllink this .

     

    
","[""\n\n\n     \n\n      hi kids, i haven't died."", 'this weblog is all but dead, but i am not.', 'most of my time is being spent working on the backend of  urllink this .']"
"20,March,2002","


     

      oh man:      disorder      rating        urllink paranoid :    very high       urllink schizoid :    moderate       urllink schizotypal :    high       urllink antisocial :    high       urllink borderline :    moderate       urllink histrionic :    very high       urllink narcissistic :    very high       urllink avoidant :    very high       urllink dependent :    high       urllink obsessive-compulsive :    high       --  urllink click here to take the test  --     



     

    
",['\n\n\n     \n\n      oh man:      disorder      rating        urllink paranoid :    very high       urllink schizoid :    moderate       urllink schizotypal :    high       urllink antisocial :    high       urllink borderline :    moderate       urllink histrionic :    very high       urllink narcissistic :    very high       urllink avoidant :    very high       urllink dependent :    high       urllink obsessive-compulsive :    high       --  urllink click here to take the test  --']
"25,March,2002","


     

       two months ago, i would never have thought that a significant portion of my computing time would involve linux.         this semester, i am in eecs 481, software engineering.  i would give you a link to the class homepage, but the professor decided the content isn't for the common man -- it's password protected.  the core of this class is a single, monolithic (redundant repetition, i know) project.  the only constrain to this project is that it must concern a certain  domain .  the domain for this semester is the software process.  how self-referential is that?  our software project must be about the software process.   

        we decided on a project manager with some automatic environment creation scripts.  basically, the manager of a software company would use a windows front end to manage his developers.  he could see what projects they are working on, what experience they have, etc etc.  whenever he had a new project, he could select which developers should work on it and click a single button to setup a few necessities:  a web site, mailing list and cvs repository for the new project.  

        we needed a server-class operating system for the backend.  though i know  urllink openbsd  fairly well (going on 2 years admin experience), we chose  urllink redhat  7.2.  the decision was made simply because of the greater install base of redhat.

        when i first started developing the backend scripts (i did it since no one else had the experience to correctly setup majordomo and apache, let alone know how to write perl scripts), i used vmware on my main machine.  vmware made my life much easier as i tested these scripts.  before i would do a new install of the scripts, i would backup my entire redhat machine with two clicks.  if the install went haywire (which it often did), restoration was as simple.  

        enter my new laptop: a used ibm thinkpad 600.  ever since i got this thing, i have taken it to every class and worked on code while the professors droned on and on.  i got the idea of working on the scripts while in class.  redhat 7.2 installed beautifully.  slowly but surely, my windows xp partition is touched less and less.  the laptop boots into linux by default.  

        linux  and open source software has improved dramatically since i last used it (redhat 6.2 days).  abiword reads most word files cleanly (other than tables, bleh!),  urllink mozilla  0.9.9 is now my default browser everywhere (the macs at work, my windows xp machines, this laptop), and i just found a new love:   urllink ximian red carpet .  think  urllink windows update  on steroids.  i will be trying  urllink ximian desktop  next.

        expect more reports on my new love.

     

    
","['\n\n\n     \n\n       two months ago, i would never have thought that a significant portion of my computing time would involve linux.', 'this semester, i am in eecs 481, software engineering.', ""i would give you a link to the class homepage, but the professor decided the content isn't for the common man -- it's password protected."", 'the core of this class is a single, monolithic (redundant repetition, i know) project.', 'the only constrain to this project is that it must concern a certain  domain .', 'the domain for this semester is the software process.', 'how self-referential is that?', 'our software project must be about the software process.', 'we decided on a project manager with some automatic environment creation scripts.', 'basically, the manager of a software company would use a windows front end to manage his developers.', 'he could see what projects they are working on, what experience they have, etc etc.', 'whenever he had a new project, he could select which developers should work on it and click a single button to setup a few necessities:  a web site, mailing list and cvs repository for the new project.', 'we needed a server-class operating system for the backend.', 'though i know  urllink openbsd  fairly well (going on 2 years admin experience), we chose  urllink redhat  7.2.  the decision was made simply because of the greater install base of redhat.', 'when i first started developing the backend scripts (i did it since no one else had the experience to correctly setup majordomo and apache, let alone know how to write perl scripts), i used vmware on my main machine.', 'vmware made my life much easier as i tested these scripts.', 'before i would do a new install of the scripts, i would backup my entire redhat machine with two clicks.', 'if the install went haywire (which it often did), restoration was as simple.', 'enter my new laptop: a used ibm thinkpad 600.  ever since i got this thing, i have taken it to every class and worked on code while the professors droned on and on.', 'i got the idea of working on the scripts while in class.', 'redhat 7.2 installed beautifully.', 'slowly but surely, my windows xp partition is touched less and less.', 'the laptop boots into linux by default.', 'linux  and open source software has improved dramatically since i last used it (redhat 6.2 days).', 'abiword reads most word files cleanly (other than tables, bleh!', '),  urllink mozilla  0.9.9 is now my default browser everywhere (the macs at work, my windows xp machines, this laptop), and i just found a new love:   urllink ximian red carpet .', 'think  urllink windows update  on steroids.', 'i will be trying  urllink ximian desktop  next.', 'expect more reports on my new love.']"
"25,March,2002","


     

      testing posting from mozilla...   success!

     

    
",['\n\n\n     \n\n      testing posting from mozilla...   success!']
"01,April,2002","


     

      my possible classes for the spring/summer term:  psych 370 (abnormal psych), psych 380 (introduction to social psychology), philosophy 180 (introduction to logic), english 367 (shakespeare's principal plays), econoomics 101 (microeconomics), or economics 102 (macroeconomics).  no, this is not an april fool's joke.

     

    
","[""\n\n\n     \n\n      my possible classes for the spring/summer term:  psych 370 (abnormal psych), psych 380 (introduction to social psychology), philosophy 180 (introduction to logic), english 367 (shakespeare's principal plays), econoomics 101 (microeconomics), or economics 102 (macroeconomics)."", ""no, this is not an april fool's joke.""]"
"18,April,2002","


     

      how depressing.  four years of college have gone by, many of my friends are graduating, and here i get ready to continue school for at least one more year.

     

    
","['\n\n\n     \n\n      how depressing.', 'four years of college have gone by, many of my friends are graduating, and here i get ready to continue school for at least one more year.']"
"25,April,2002","


     

      i always have a horrible time trying to find the remote desktop client for older versions of windows.  microsoft changes their site so often that it is hard to keep up.  hopefully this link stays alive for more than a month:   urllink http://www.microsoft.com/windowsxp/pro/downloads/rdclientdl.asp 

     

    
","['\n\n\n     \n\n      i always have a horrible time trying to find the remote desktop client for older versions of windows.', 'microsoft changes their site so often that it is hard to keep up.', 'hopefully this link stays alive for more than a month:   urllink http://www.microsoft.com/windowsxp/pro/downloads/rdclientdl.asp']"
"03,May,2002","


     

      this has become ""mike's site of microsoft links"".   urllink microsoft baseline security analyzer .

     

    
","['\n\n\n     \n\n      this has become ""mike\'s site of microsoft links"".', 'urllink microsoft baseline security analyzer .']"
"16,May,2002","


     

      well, sony dropped the price of the playstation 2 to  urllink $199 .  i still think that i got a great deal on my ps2:  ps2, 4 (four) (yes, four) controllers, memory card, and 10 games (including tekken tag tournament, gran turismo 3, armored core 2, midnight run, madden 2001, nhl 2001, and fantavision) for a whopping $225.  beat that!

     

    
","['\n\n\n     \n\n      well, sony dropped the price of the playstation 2 to  urllink $199 .', 'i still think that i got a great deal on my ps2:  ps2, 4 (four) (yes, four) controllers, memory card, and 10 games (including tekken tag tournament, gran turismo 3, armored core 2, midnight run, madden 2001, nhl 2001, and fantavision) for a whopping $225.', 'beat that!']"
"14,May,2002","


     

      strawberry jam is the best jelly belly flavor.  well, second to sizzling cinnamon.

     

    
","['\n\n\n     \n\n      strawberry jam is the best jelly belly flavor.', 'well, second to sizzling cinnamon.']"
"24,May,2002","


     

      ""tolls go up if there is only one road in town.""  so true.

     

    
","['\n\n\n     \n\n      ""tolls go up if there is only one road in town.""', 'so true.']"
"23,May,2002","


     

      since starting my new job back in april, i have had almost nothing to do.  i have found creative ways to make myself look busy but there are only so many hours a person can spend at  urllink slashdot  and  urllink fark .    well, today was given an actual assignment.  it is something simple (rebulid a laptop), but is it  actual work .  now that i have gotten a taste of doing actual work, i don't want to go back to having to kill time.  i would rather coat my ass in honey and sit down on a seething pile of fire ants;  i would rather swallow a towel;  i would rather pound nails into my dick.

     

    
","['\n\n\n     \n\n      since starting my new job back in april, i have had almost nothing to do.', 'i have found creative ways to make myself look busy but there are only so many hours a person can spend at  urllink slashdot  and  urllink fark .', 'well, today was given an actual assignment.', 'it is something simple (rebulid a laptop), but is it  actual work .', ""now that i have gotten a taste of doing actual work, i don't want to go back to having to kill time."", 'i would rather coat my ass in honey and sit down on a seething pile of fire ants;  i would rather swallow a towel;  i would rather pound nails into my dick.']"
"23,May,2002","


     

      another thing mike hates:  people that use the word `read` in  place of `book`.  such as "" son of a grifter  was the most insanely fabulous   read   ever!""  book, the word is book.  thank you.

     

    
","['\n\n\n     \n\n      another thing mike hates:  people that use the word `read` in  place of `book`.', 'such as "" son of a grifter  was the most insanely fabulous   read   ever!""', 'book, the word is book.', 'thank you.']"
"22,May,2002","


     

       the scene:  last night, 8:20pm, mike's bedroom.  mike, feeling ill from the burrito he ate earlier in the night, decides to lay down.  cut to his alarm clock, not ringing, but clearly displaying the time as 7am.  cut back to mike, groggy after 10.5 hours of sleep. damn, being late for work sucks.

     

    
","[""\n\n\n     \n\n       the scene:  last night, 8:20pm, mike's bedroom."", 'mike, feeling ill from the burrito he ate earlier in the night, decides to lay down.', 'cut to his alarm clock, not ringing, but clearly displaying the time as 7am.', 'cut back to mike, groggy after 10.5 hours of sleep.', 'damn, being late for work sucks.']"
"21,May,2002","


     

      forever changing ""i fuck like a chimp"" to ""i fuck like a  urllink toy dog "", quoth chris.

     

    
","['\n\n\n     \n\n      forever changing ""i fuck like a chimp"" to ""i fuck like a  urllink toy dog "", quoth chris.']"
"21,May,2002","


     

      so, today is tuesday, which means that it is cool to like anything cool in the indie rock world.  thus, i will add  urllink  and you will know us by the trail of dead  to my list of music to hunt down and devour.  it got a 10.  a fucking 10.  pitchfork is usually full of shit, but a 10 is a commanding force.

     

    
","['\n\n\n     \n\n      so, today is tuesday, which means that it is cool to like anything cool in the indie rock world.', 'thus, i will add  urllink  and you will know us by the trail of dead  to my list of music to hunt down and devour.', 'it got a 10.  a fucking 10.  pitchfork is usually full of shit, but a 10 is a commanding force.']"
"21,May,2002","


     

      new bands i need to find more music of:  mudvayne, taproot, white stripes and the hives.

     

    
","['\n\n\n     \n\n      new bands i need to find more music of:  mudvayne, taproot, white stripes and the hives.']"
"01,June,2002","


     

      eric and i had planned on playing street hockey with the same bunch of people we played with a couple weeks ago.  some of them were still learning to skate; none of them had played street hockey for more than a couple months.  needless to say, the games were fun and low on competition.  today, none of them could make it.  knowing that lots of people play at elbel field, we headed down there.  about 8 guys were playing and there was an 9 year old boy trying to keep up with them.  seeing such a group, we knew they couldn't have been too good.  turns out, they were all better than the two of us, but we held our own.    after an hour and a half of playing, a few more guys showed up.   slowly as these people started to sub in, eric and i noticed how outclassed we were.  i thought they were just good amateurs with a cocky attitude.  when we finally left, eric told me he found out that they were on the umich hockey team!  man.  no wonder.

     

    
","['\n\n\n     \n\n      eric and i had planned on playing street hockey with the same bunch of people we played with a couple weeks ago.', 'some of them were still learning to skate; none of them had played street hockey for more than a couple months.', 'needless to say, the games were fun and low on competition.', 'today, none of them could make it.', 'knowing that lots of people play at elbel field, we headed down there.', 'about 8 guys were playing and there was an 9 year old boy trying to keep up with them.', ""seeing such a group, we knew they couldn't have been too good."", 'turns out, they were all better than the two of us, but we held our own.', 'after an hour and a half of playing, a few more guys showed up.', 'slowly as these people started to sub in, eric and i noticed how outclassed we were.', 'i thought they were just good amateurs with a cocky attitude.', 'when we finally left, eric told me he found out that they were on the umich hockey team!', 'man.', 'no wonder.']"
"30,May,2002","


     

      after the heat of the past few days, this evening breeze is amazing.  i think a cool breeze is one of the most relaxing feelings possible.  it is so relaxing that i feel more at peace.

     

    
","['\n\n\n     \n\n      after the heat of the past few days, this evening breeze is amazing.', 'i think a cool breeze is one of the most relaxing feelings possible.', 'it is so relaxing that i feel more at peace.']"
"30,May,2002","


     

      so the man leans over to me and whispers:  ""neutral milk hotel the microphones the shins the dismemberment plan need new body the mountain goats boards of canada ... and you will know us by the trail of dead sparklehorse belle & sebastian brighteyes matmos the hot snakes the white stripes"". and so it shall be done.

     

    
","['\n\n\n     \n\n      so the man leans over to me and whispers:  ""neutral milk hotel the microphones the shins the dismemberment plan need new body the mountain goats boards of canada ... and you will know us by the trail of dead sparklehorse belle & sebastian brighteyes matmos the hot snakes the white stripes"".', 'and so it shall be done.']"
"29,May,2002","


     

      got ns 4.7 and dns working on my sun box.  wow, the site looks like poop.  that's okay though, since i might be redesigning in the next couple weeks.  i know  urllink who  we can thank for that.

     

    
","['\n\n\n     \n\n      got ns 4.7 and dns working on my sun box.', 'wow, the site looks like poop.', ""that's okay though, since i might be redesigning in the next couple weeks."", 'i know  urllink who  we can thank for that.']"
"28,May,2002","


     

      my page is now html 4.01 transitional and css compliant.  does anyone still use netscape 4.7?  i made some other changes to the layout, so it is very possible that the site is broken in ns 4.7.  the only machine i have that has ns 4.7 is my sun box, but i can't seem to get dns lookups to work properly...

     

    
","['\n\n\n     \n\n      my page is now html 4.01 transitional and css compliant.', 'does anyone still use netscape 4.7?', ""i made some other changes to the layout, so it is very possible that the site is broken in ns 4.7.  the only machine i have that has ns 4.7 is my sun box, but i can't seem to get dns lookups to work properly...""]"
"28,May,2002","


     

      i only watched one show this year (other than sportscenter, but all males watch that so it doesn't count),  urllink 24 .  how, in the name of baby jesus, did it  urllink rank  below the chair and just above spin city?  good thing there is going to be a second season.  if it got  urllink deleted  like so many other shows this year, i would cry.

     

    
","[""\n\n\n     \n\n      i only watched one show this year (other than sportscenter, but all males watch that so it doesn't count),  urllink 24 ."", 'how, in the name of baby jesus, did it  urllink rank  below the chair and just above spin city?', 'good thing there is going to be a second season.', 'if it got  urllink deleted  like so many other shows this year, i would cry.']"
"28,May,2002","


     

      simpsons fan rejoice:   urllink albuquerque's baseball team next year will be the isotopes .

     

    
","[""\n\n\n     \n\n      simpsons fan rejoice:   urllink albuquerque's baseball team next year will be the isotopes .""]"
"06,June,2002","


     

      if you can see this, you can see the new design.

     

    
","['\n\n\n     \n\n      if you can see this, you can see the new design.']"
"04,June,2002","


     

      plans for the evening?  why yes, thank you:   two year anniversary dinner around 6:30 pm  wings game at 8 pm  miles from home, playing at the blind pig around 11 pm  there might be other plans tonight, but i am trying to keep this blog rated pg-13.

     

    
","['\n\n\n     \n\n      plans for the evening?', 'why yes, thank you:   two year anniversary dinner around 6:30 pm  wings game at 8 pm  miles from home, playing at the blind pig around 11 pm  there might be other plans tonight, but i am trying to keep this blog rated pg-13.']"
"03,June,2002","


     

      two years!

     

    
",['\n\n\n     \n\n      two years!']
"03,June,2002","


     

       urllink nhl.com :  igor larionov is 41. chris chelios is 40. dominik hasek, brett hull and captain steve yzerman are 37. luc robitaille and steve duchesne are 36. fredrik olausson is 35. nine red wings players are older than carolina hurricanes coach paul maurice, who is 35.   urllink detnews.com : yes, the wings have the nhl's oldest roster. scotty bowman is 68. carolina coach paul maurice is 35, younger than nine wings players.

     

    
","[""\n\n\n     \n\n       urllink nhl.com :  igor larionov is 41. chris chelios is 40. dominik hasek, brett hull and captain steve yzerman are 37. luc robitaille and steve duchesne are 36. fredrik olausson is 35. nine red wings players are older than carolina hurricanes coach paul maurice, who is 35.   urllink detnews.com : yes, the wings have the nhl's oldest roster."", 'scotty bowman is 68. carolina coach paul maurice is 35, younger than nine wings players.']"
"03,June,2002","


     

       urllink squid /2.3.stable5 is poopoo.  hopefully this installation of squid/2.5pre7 works better.

     

    
","['\n\n\n     \n\n       urllink squid /2.3.stable5 is poopoo.', 'hopefully this installation of squid/2.5pre7 works better.']"
"14,June,2002","


     

      personally, i always thought that vegetarian food was more healthy for you.  in a browsing spree, i ended up at the  urllink jimmy john's website .  i used to get their #6 (basic veggie sub) all of the time, but switched to the #5 (the vito, an italian sub comprised of salami, capicola, provolone, veggies and vinaigrette) after my first taste.  the site has  urllink nutritional information .  the vito weighs in at 24 grams of fat and 562 calories.  the veggie weighs in at 35 (!) grams of fat and 671 calories.  when i first started eating at jimmy john's my freshman year (4 years ago, sigh), i always got the gargantuan.  46 grams of fat and 892 calories.  ooops.

     

    
","['\n\n\n     \n\n      personally, i always thought that vegetarian food was more healthy for you.', ""in a browsing spree, i ended up at the  urllink jimmy john's website ."", 'i used to get their #6 (basic veggie sub) all of the time, but switched to the #5 (the vito, an italian sub comprised of salami, capicola, provolone, veggies and vinaigrette) after my first taste.', 'the site has  urllink nutritional information .', 'the vito weighs in at 24 grams of fat and 562 calories.', 'the veggie weighs in at 35 (!)', 'grams of fat and 671 calories.', ""when i first started eating at jimmy john's my freshman year (4 years ago, sigh), i always got the gargantuan."", '46 grams of fat and 892 calories.', 'ooops.']"
"13,June,2002","


     

      and  urllink again .  livejournal should not be used for such dirty, dirty histrionics.

     

    
","['\n\n\n     \n\n      and  urllink again .', 'livejournal should not be used for such dirty, dirty histrionics.']"
"12,June,2002","


     

      please,  urllink make it stop .  if these girls had nuts, i would headbutt them there.

     

    
","['\n\n\n     \n\n      please,  urllink make it stop .', 'if these girls had nuts, i would headbutt them there.']"
