dates,posts,sentence_tokenize,word_tokenize
"02,August,2004","

	 
       urllink germs develop a deadly defense  the infection was the first of its kind in the world and a landmark defeat for doctors and public health officials in the fight against growing antibiotic resistance. it also was evidence that the detroit area has become an incubator for resistant strains.   urllink man dies from flesh eating bacteria  ...the bacteria are more common in new mexico than elsewhere in the united states. doctors says they see a serious case of the bacteria once every two weeks while hospitals in other states diagnose the bacteria as infrequently as one a year.   urllink flesh-eating bananas will have you for lunch  this hoax takes advantage of several actual medical near-disasters that are still fresh in pop culture: the flesh eating strep virus, the brain-wrecking mad cow disease, and everyone's favorite -- ebola. but like most internet hoaxes, its long on scares, and short on facts.   urllink i want to see some action on this hanta virus thing!    urllink and i want that guy tested for lyme disease! 
     
    
","['\n\n\t \n       urllink germs develop a deadly defense  the infection was the first of its kind in the world and a landmark defeat for doctors and public health officials in the fight against growing antibiotic resistance.', 'it also was evidence that the detroit area has become an incubator for resistant strains.', 'urllink man dies from flesh eating bacteria  ...the bacteria are more common in new mexico than elsewhere in the united states.', 'doctors says they see a serious case of the bacteria once every two weeks while hospitals in other states diagnose the bacteria as infrequently as one a year.', ""urllink flesh-eating bananas will have you for lunch  this hoax takes advantage of several actual medical near-disasters that are still fresh in pop culture: the flesh eating strep virus, the brain-wrecking mad cow disease, and everyone's favorite -- ebola."", 'but like most internet hoaxes, its long on scares, and short on facts.', 'urllink i want to see some action on this hanta virus thing!', 'urllink and i want that guy tested for lyme disease!']","['urllink', 'and', 'i', 'want', 'that', 'guy', 'tested', 'for', 'lyme', 'disease', '!']"
"02,August,2004","

	 
       urllink magnetic poles may be about to flip  earth's magnetic field has disappeared many times before - as a prelude to our magnetic poles flipping over, when north becomes south and vice versa.  reversals happen every 250,000 years or so, and as there has not been one for almost a million years, we are due one soon.
     
    
","[""\n\n\t \n       urllink magnetic poles may be about to flip  earth's magnetic field has disappeared many times before - as a prelude to our magnetic poles flipping over, when north becomes south and vice versa."", 'reversals happen every 250,000 years or so, and as there has not been one for almost a million years, we are due one soon.']","['reversals', 'happen', 'every', '250,000', 'years', 'or', 'so', ',', 'and', 'as', 'there', 'has', 'not', 'been', 'one', 'for', 'almost', 'a', 'million', 'years', ',', 'we', 'are', 'due', 'one', 'soon', '.']"
"02,August,2004","

	 
       urllink australia plans to censor the internet  ...police ministers are so concerned by cyber crime and internet-assisted crime they have made it one of their priorities, agreeing to examine new laws and establishing a hi-tech crime centre.
     
    
","['\n\n\t \n       urllink australia plans to censor the internet  ...police ministers are so concerned by cyber crime and internet-assisted crime they have made it one of their priorities, agreeing to examine new laws and establishing a hi-tech crime centre.']","['urllink', 'australia', 'plans', 'to', 'censor', 'the', 'internet', '...', 'police', 'ministers', 'are', 'so', 'concerned', 'by', 'cyber', 'crime', 'and', 'internet-assisted', 'crime', 'they', 'have', 'made', 'it', 'one', 'of', 'their', 'priorities', ',', 'agreeing', 'to', 'examine', 'new', 'laws', 'and', 'establishing', 'a', 'hi-tech', 'crime', 'centre', '.']"
"02,August,2004","

	 
       urllink spacemummy  when the bus leaves the station and pulls up to the secret space ark bound for mars, you will all know why we're working so hard. you'll see the fruit of your efforts as we blast off for our new homes, and watch the whole ball of wax melting down behind us in a fiery ball of splendorousness.  that's really beautiful, mr. president. ( urllink via )
     
    
","[""\n\n\t \n       urllink spacemummy  when the bus leaves the station and pulls up to the secret space ark bound for mars, you will all know why we're working so hard."", ""you'll see the fruit of your efforts as we blast off for our new homes, and watch the whole ball of wax melting down behind us in a fiery ball of splendorousness."", ""that's really beautiful, mr. president."", '( urllink via )']","['(', 'urllink', 'via', ')']"
"02,August,2004","

	 
       urllink stalin world  ...thousands of invited guests were greeted at the gate by an actor dressed as stalin; a lenin look-a-like, complete with a goatee and cap, sat fishing by a nearby pond. guests were invited to drink shots of vodka and eat cold borscht soup from tin bowls, while loud speakers blared old communist hymns. ( urllink via )
     
    
","['\n\n\t \n       urllink stalin world  ...thousands of invited guests were greeted at the gate by an actor dressed as stalin; a lenin look-a-like, complete with a goatee and cap, sat fishing by a nearby pond.', 'guests were invited to drink shots of vodka and eat cold borscht soup from tin bowls, while loud speakers blared old communist hymns.', '( urllink via )']","['(', 'urllink', 'via', ')']"
"02,August,2004","

	 
       urllink weapons for the 'new american century'  ...the british newspaper the observer has reported that the u.s. and britain have been holding "" urllink secret talks ... over the development of so-called non-lethal weapons, including lasers that blind the enemy and microwave systems that cook the skin of human targets."" cooking the skin of human targets is a non-lethal weapon?  check out the list of 'nice' weapons at the end of this article.  make no mistake about it: the pentagon will use whatever weapons it has at its disposal. are you ready for a future of moscows?
     
    
","['\n\n\t \n       urllink weapons for the \'new american century\'  ...the british newspaper the observer has reported that the u.s. and britain have been holding "" urllink secret talks ... over the development of so-called non-lethal weapons, including lasers that blind the enemy and microwave systems that cook the skin of human targets.""', 'cooking the skin of human targets is a non-lethal weapon?', ""check out the list of 'nice' weapons at the end of this article."", 'make no mistake about it: the pentagon will use whatever weapons it has at its disposal.', 'are you ready for a future of moscows?']","['are', 'you', 'ready', 'for', 'a', 'future', 'of', 'moscows', '?']"
"02,August,2004","

	 
       urllink why orwell matters  ...the willingness of people to police themselves, and to believe anything that they're told. especially the willingness of intellectuals and academics to become worshipers of whomever is in power, or passers-on of whatever the reigning idea is. conformity, in other words. that will always carry on being a threat. people don't remember orwell for his opposition to conformity as well as they should.
     
    
","[""\n\n\t \n       urllink why orwell matters  ...the willingness of people to police themselves, and to believe anything that they're told."", 'especially the willingness of intellectuals and academics to become worshipers of whomever is in power, or passers-on of whatever the reigning idea is.', 'conformity, in other words.', 'that will always carry on being a threat.', ""people don't remember orwell for his opposition to conformity as well as they should.""]","['people', 'do', ""n't"", 'remember', 'orwell', 'for', 'his', 'opposition', 'to', 'conformity', 'as', 'well', 'as', 'they', 'should', '.']"
"02,August,2004","

	 
       urllink fiery ice from the sea: a new world energy source?  ...methane hydrates - a crystalline form of methane gas and pure water that exists when pressures are sufficiently high, or temperatures sufficiently low.  there are mega-tons of the stuff at the bottom of the ocean all over the world and in the arctic permafrost (about 300,000 trillion cubic feet of it) and it is the cleanest and most abundant source of energy in the world. there is at least twice as much of it around as fossil fuels (some say 10 times as much). and, when burned as a fuel, it releases less carbon dioxide pollution than anything else around.  so why aren't we using it? ( urllink via )
     
    
","['\n\n\t \n       urllink fiery ice from the sea: a new world energy source?', '...methane hydrates - a crystalline form of methane gas and pure water that exists when pressures are sufficiently high, or temperatures sufficiently low.', 'there are mega-tons of the stuff at the bottom of the ocean all over the world and in the arctic permafrost (about 300,000 trillion cubic feet of it) and it is the cleanest and most abundant source of energy in the world.', 'there is at least twice as much of it around as fossil fuels (some say 10 times as much).', 'and, when burned as a fuel, it releases less carbon dioxide pollution than anything else around.', ""so why aren't we using it?"", '( urllink via )']","['(', 'urllink', 'via', ')']"
"02,August,2004","

	 
       urllink nasa cancels moon hoax book  nasa declined to comment specifically on the reasons for dropping the publication, but it is understood the decision resulted from the bad publicity that followed the announcement of the project.
     
    
","['\n\n\t \n       urllink nasa cancels moon hoax book  nasa declined to comment specifically on the reasons for dropping the publication, but it is understood the decision resulted from the bad publicity that followed the announcement of the project.']","['urllink', 'nasa', 'cancels', 'moon', 'hoax', 'book', 'nasa', 'declined', 'to', 'comment', 'specifically', 'on', 'the', 'reasons', 'for', 'dropping', 'the', 'publication', ',', 'but', 'it', 'is', 'understood', 'the', 'decision', 'resulted', 'from', 'the', 'bad', 'publicity', 'that', 'followed', 'the', 'announcement', 'of', 'the', 'project', '.']"
"02,August,2004","

	 
       urllink    ( urllink via )
     
    
",['\n\n\t \n       urllink    ( urllink via )'],"['urllink', '(', 'urllink', 'via', ')']"
"02,August,2004","

	 
       urllink friendly dictators trading cards  ... an even more ingenious conduit for activist ideologies than comics. in this absurdly simplistic context, the complexities of behind-the-scenes government corruption are reduced to blatant and clear-cut violations of the public trust. meanwhile the viral shell of ""trading"" cards promotes the idea that kids should be passing these memes around. ( urllink via )
     
    
","['\n\n\t \n       urllink friendly dictators trading cards  ... an even more ingenious conduit for activist ideologies than comics.', 'in this absurdly simplistic context, the complexities of behind-the-scenes government corruption are reduced to blatant and clear-cut violations of the public trust.', 'meanwhile the viral shell of ""trading"" cards promotes the idea that kids should be passing these memes around.', '( urllink via )']","['(', 'urllink', 'via', ')']"
"02,August,2004","

	 
       urllink only technology revolution can save the earth  a group of scientists have published the claim that no amount of environmental regulation will save us now. instead it would need dramatic leaps in technology... ( urllink  via)
     
    
","['\n\n\t \n       urllink only technology revolution can save the earth  a group of scientists have published the claim that no amount of environmental regulation will save us now.', 'instead it would need dramatic leaps in technology... ( urllink  via)']","['instead', 'it', 'would', 'need', 'dramatic', 'leaps', 'in', 'technology', '...', '(', 'urllink', 'via', ')']"
"02,August,2004","

	 
       urllink bubonic plague suspected in nyc visitors  a new mexico couple who traveled to new york have been hospitalized with what is believed to be the first case of bubonic plague in the city in a century...
     
    
",['\n\n\t \n       urllink bubonic plague suspected in nyc visitors  a new mexico couple who traveled to new york have been hospitalized with what is believed to be the first case of bubonic plague in the city in a century...'],"['urllink', 'bubonic', 'plague', 'suspected', 'in', 'nyc', 'visitors', 'a', 'new', 'mexico', 'couple', 'who', 'traveled', 'to', 'new', 'york', 'have', 'been', 'hospitalized', 'with', 'what', 'is', 'believed', 'to', 'be', 'the', 'first', 'case', 'of', 'bubonic', 'plague', 'in', 'the', 'city', 'in', 'a', 'century', '...']"
"02,August,2004","

	 
       urllink you know you're right  what's really disturbing about the newly-released nirvana song ""you know you're right"" aren't the feelings of remorse and pissed-offedness toward kurt cobain it resurrects; it's that doing so absolutely proves the adage: if you want to hurt someone who's lost everything, give them back something broken.
     
    
","['\n\n\t \n       urllink you know you\'re right  what\'s really disturbing about the newly-released nirvana song ""you know you\'re right"" aren\'t the feelings of remorse and pissed-offedness toward kurt cobain it resurrects; it\'s that doing so absolutely proves the adage: if you want to hurt someone who\'s lost everything, give them back something broken.']","['urllink', 'you', 'know', 'you', ""'re"", 'right', 'what', ""'s"", 'really', 'disturbing', 'about', 'the', 'newly-released', 'nirvana', 'song', '``', 'you', 'know', 'you', ""'re"", 'right', ""''"", 'are', ""n't"", 'the', 'feelings', 'of', 'remorse', 'and', 'pissed-offedness', 'toward', 'kurt', 'cobain', 'it', 'resurrects', ';', 'it', ""'s"", 'that', 'doing', 'so', 'absolutely', 'proves', 'the', 'adage', ':', 'if', 'you', 'want', 'to', 'hurt', 'someone', 'who', ""'s"", 'lost', 'everything', ',', 'give', 'them', 'back', 'something', 'broken', '.']"
"02,August,2004","

	 
       urllink bunker-busters set to go nuclear  ...the news has alarmed scientists opposed to nuclear proliferation. they say the thousands of tonnes of radioactive debris produced by a bunker-busting nuclear weapon would not be contained within the rock, concrete and soil above the target, but would contaminate a wide area around it.
     
    
","['\n\n\t \n       urllink bunker-busters set to go nuclear  ...the news has alarmed scientists opposed to nuclear proliferation.', 'they say the thousands of tonnes of radioactive debris produced by a bunker-busting nuclear weapon would not be contained within the rock, concrete and soil above the target, but would contaminate a wide area around it.']","['they', 'say', 'the', 'thousands', 'of', 'tonnes', 'of', 'radioactive', 'debris', 'produced', 'by', 'a', 'bunker-busting', 'nuclear', 'weapon', 'would', 'not', 'be', 'contained', 'within', 'the', 'rock', ',', 'concrete', 'and', 'soil', 'above', 'the', 'target', ',', 'but', 'would', 'contaminate', 'a', 'wide', 'area', 'around', 'it', '.']"
"02,August,2004","

	 
       urllink the horrors of islamic sex  an egyptian journalist once said to his foreign colleagues that young arab men and women use the following principle in their sexual relations: “a guilty person is not the one who steals but the one who gets caught.”
     
    
",['\n\n\t \n       urllink the horrors of islamic sex  an egyptian journalist once said to his foreign colleagues that young arab men and women use the following principle in their sexual relations: “a guilty person is not the one who steals but the one who gets caught.”'],"['urllink', 'the', 'horrors', 'of', 'islamic', 'sex', 'an', 'egyptian', 'journalist', 'once', 'said', 'to', 'his', 'foreign', 'colleagues', 'that', 'young', 'arab', 'men', 'and', 'women', 'use', 'the', 'following', 'principle', 'in', 'their', 'sexual', 'relations', ':', '“', 'a', 'guilty', 'person', 'is', 'not', 'the', 'one', 'who', 'steals', 'but', 'the', 'one', 'who', 'gets', 'caught', '.', '”']"
"02,August,2004","

	 
       urllink comrades! mother russia needs you!  us president george bush officially said that the american government is unable to protect its citizens, taking into account the character of the threat the us has to face (international terrorism). us citizens understood that their state cannot protect them, so what hinders us from admitting this as well?
     
    
","['\n\n\t \n       urllink comrades!', 'mother russia needs you!', 'us president george bush officially said that the american government is unable to protect its citizens, taking into account the character of the threat the us has to face (international terrorism).', 'us citizens understood that their state cannot protect them, so what hinders us from admitting this as well?']","['us', 'citizens', 'understood', 'that', 'their', 'state', 'can', 'not', 'protect', 'them', ',', 'so', 'what', 'hinders', 'us', 'from', 'admitting', 'this', 'as', 'well', '?']"
"02,August,2004","

	 
       urllink does et see earth as a wildlife reserve?  we may not be alone but i think if our cosmic cousins are out there, they long ago decided to keep their distance and designated earth as a wildlife preserve. ( urllink via )  more likely, a prison.
     
    
","['\n\n\t \n       urllink does et see earth as a wildlife reserve?', 'we may not be alone but i think if our cosmic cousins are out there, they long ago decided to keep their distance and designated earth as a wildlife preserve.', '( urllink via )  more likely, a prison.']","['(', 'urllink', 'via', ')', 'more', 'likely', ',', 'a', 'prison', '.']"
"02,August,2004","

	 
       urllink laser weapon destroys artillery fire  the us army is currently researching a variety of different combat laser systems. it has developed powerful ground- and air-based lasers for targeting long-range missiles, as well as smaller fighter plane systems capable of striking other aircraft or anti-aircraft batteries.  but some of these laser projects have been criticised for potentially contravening the geneva convention's ban on weapons that can blind people.
     
    
","['\n\n\t \n       urllink laser weapon destroys artillery fire  the us army is currently researching a variety of different combat laser systems.', 'it has developed powerful ground- and air-based lasers for targeting long-range missiles, as well as smaller fighter plane systems capable of striking other aircraft or anti-aircraft batteries.', ""but some of these laser projects have been criticised for potentially contravening the geneva convention's ban on weapons that can blind people.""]","['but', 'some', 'of', 'these', 'laser', 'projects', 'have', 'been', 'criticised', 'for', 'potentially', 'contravening', 'the', 'geneva', 'convention', ""'s"", 'ban', 'on', 'weapons', 'that', 'can', 'blind', 'people', '.']"
"02,August,2004","

	 
       urllink stage set for homeland act  ...the ""good faith"" provision would probably allow providers to rely on government assertions of an emergency even if no facts were presented, and lead to aggressive behavior on the part of law enforcement.  when the government knows it has loopholes, they will use them. they will try to bully isps.
     
    
","['\n\n\t \n       urllink stage set for homeland act  ...the ""good faith"" provision would probably allow providers to rely on government assertions of an emergency even if no facts were presented, and lead to aggressive behavior on the part of law enforcement.', 'when the government knows it has loopholes, they will use them.', 'they will try to bully isps.']","['they', 'will', 'try', 'to', 'bully', 'isps', '.']"
"02,August,2004","

	 
       urllink forced vaccines haunt gulf vets  there is no provision in the nuremberg code that allows a country to waive informed consent for military personnel or veterans who serve as human subjects in experiments during wartime or in experiments that are conducted because of threat of war.  ...a pentagon spokesperson stated: ""in all peacetime applications, we believe strongly in informed consent and its ethical foundations.... but military combat is different.""
     
    
","['\n\n\t \n       urllink forced vaccines haunt gulf vets  there is no provision in the nuremberg code that allows a country to waive informed consent for military personnel or veterans who serve as human subjects in experiments during wartime or in experiments that are conducted because of threat of war.', '...a pentagon spokesperson stated: ""in all peacetime applications, we believe strongly in informed consent and its ethical foundations.... but military combat is different.""']","['...', 'a', 'pentagon', 'spokesperson', 'stated', ':', '``', 'in', 'all', 'peacetime', 'applications', ',', 'we', 'believe', 'strongly', 'in', 'informed', 'consent', 'and', 'its', 'ethical', 'foundations', '...', '.', 'but', 'military', 'combat', 'is', 'different', '.', ""''""]"
"02,August,2004","

	 
       urllink the predictable assassination of senator paul wellstone  ...he earned the special ire of the bush administration and the republican party, who made wellstone's defeat that party's number one priority this year.  ...those who considered him an enemy, are the potential suspects of a suspicious death.   urllink new world order terrorist  in a world where the same people who attack the towers, bomb the nightclubs and murder the senators are the same people who sweep down moments after the blasts and crashes to “secure” the crime scenes, extrapolation is really all we have left.
     
    
","[""\n\n\t \n       urllink the predictable assassination of senator paul wellstone  ...he earned the special ire of the bush administration and the republican party, who made wellstone's defeat that party's number one priority this year."", '...those who considered him an enemy, are the potential suspects of a suspicious death.', 'urllink new world order terrorist  in a world where the same people who attack the towers, bomb the nightclubs and murder the senators are the same people who sweep down moments after the blasts and crashes to “secure” the crime scenes, extrapolation is really all we have left.']","['urllink', 'new', 'world', 'order', 'terrorist', 'in', 'a', 'world', 'where', 'the', 'same', 'people', 'who', 'attack', 'the', 'towers', ',', 'bomb', 'the', 'nightclubs', 'and', 'murder', 'the', 'senators', 'are', 'the', 'same', 'people', 'who', 'sweep', 'down', 'moments', 'after', 'the', 'blasts', 'and', 'crashes', 'to', '“', 'secure', '”', 'the', 'crime', 'scenes', ',', 'extrapolation', 'is', 'really', 'all', 'we', 'have', 'left', '.']"
"02,August,2004","

	 
       urllink what did poe know about cosmology?  the language is vague and convoluted, and some details are wrong (poe had no concept of relativity, and it makes no sense today to speak of the universe exploding into ""previously vacant space""), but here, unmistakably, is a crude description of the big bang, a theory that didn't find mainstream approval until the 1960's. ( urllink via )   urllink edgar allan poe, cosmologist  hp lovecraft predicted the existence of horribly betentacled monstrosities from outside the space we know long before they were first discovered lukring unspeakably behind bricked off rooms in the basement of  urllink darpa ...
     
    
","['\n\n\t \n       urllink what did poe know about cosmology?', 'the language is vague and convoluted, and some details are wrong (poe had no concept of relativity, and it makes no sense today to speak of the universe exploding into ""previously vacant space""), but here, unmistakably, is a crude description of the big bang, a theory that didn\'t find mainstream approval until the 1960\'s.', '( urllink via )   urllink edgar allan poe, cosmologist  hp lovecraft predicted the existence of horribly betentacled monstrosities from outside the space we know long before they were first discovered lukring unspeakably behind bricked off rooms in the basement of  urllink darpa ...']","['(', 'urllink', 'via', ')', 'urllink', 'edgar', 'allan', 'poe', ',', 'cosmologist', 'hp', 'lovecraft', 'predicted', 'the', 'existence', 'of', 'horribly', 'betentacled', 'monstrosities', 'from', 'outside', 'the', 'space', 'we', 'know', 'long', 'before', 'they', 'were', 'first', 'discovered', 'lukring', 'unspeakably', 'behind', 'bricked', 'off', 'rooms', 'in', 'the', 'basement', 'of', 'urllink', 'darpa', '...']"
"02,August,2004","

	 
       urllink smart paint creates chameleon tanks  tanks that can repair themselves and change colour on the battlefield are being developed in the us. ( urllink via )
     
    
","['\n\n\t \n       urllink smart paint creates chameleon tanks  tanks that can repair themselves and change colour on the battlefield are being developed in the us.', '( urllink via )']","['(', 'urllink', 'via', ')']"
"02,August,2004","

	 
       urllink secret american space planes to dominate planet earth  america is working on the first ever space army, which would provide the united states with complete domination in near-earth orbit. it will not be possible for any anti-missile defense complexes to hit such planes, as they will be completely out of reach. the american space army will be able to hit any target on planet earth at any moment.
     
    
","['\n\n\t \n       urllink secret american space planes to dominate planet earth  america is working on the first ever space army, which would provide the united states with complete domination in near-earth orbit.', 'it will not be possible for any anti-missile defense complexes to hit such planes, as they will be completely out of reach.', 'the american space army will be able to hit any target on planet earth at any moment.']","['the', 'american', 'space', 'army', 'will', 'be', 'able', 'to', 'hit', 'any', 'target', 'on', 'planet', 'earth', 'at', 'any', 'moment', '.']"
"02,August,2004","

	 
       urllink future hacking: how vulnerable is the net?  the one hour suggests that this attack was more organized than otherwise might be. that's not someone launching an attack and seeing what happens, that's someone launching a one-hour test and saying, 'we'll refine our methods.'  it's 100 percent likely the internet will be severely affected by a future hacking attack.
     
    
","['\n\n\t \n       urllink future hacking: how vulnerable is the net?', 'the one hour suggests that this attack was more organized than otherwise might be.', ""that's not someone launching an attack and seeing what happens, that's someone launching a one-hour test and saying, 'we'll refine our methods.'"", ""it's 100 percent likely the internet will be severely affected by a future hacking attack.""]","['it', ""'s"", '100', 'percent', 'likely', 'the', 'internet', 'will', 'be', 'severely', 'affected', 'by', 'a', 'future', 'hacking', 'attack', '.']"
"02,August,2004","

	 
       urllink the gentlemanly planner of assassinations  helms and his defenders bemoaned the conspiratorial bent of the american public, which often implicated the cia in kennedy's death. yet helms was hardly in a position to complain about conspiracy-mongering. he himself had been instrumental in the publication of the first jfk assassination conspiracy theory.
     
    
","[""\n\n\t \n       urllink the gentlemanly planner of assassinations  helms and his defenders bemoaned the conspiratorial bent of the american public, which often implicated the cia in kennedy's death."", 'yet helms was hardly in a position to complain about conspiracy-mongering.', 'he himself had been instrumental in the publication of the first jfk assassination conspiracy theory.']","['he', 'himself', 'had', 'been', 'instrumental', 'in', 'the', 'publication', 'of', 'the', 'first', 'jfk', 'assassination', 'conspiracy', 'theory', '.']"
"02,August,2004","

	 
       urllink the strange attractors  the two events were the capture, and disclosure of identity, of the washington, d.c.-area sniper; and the attempted destruction, via hacking, of the internet. most of us were so busy following the first that we barely noticed the second. but we should pay very close attention, because the two are intimately connected, and their combined implications are terrifying.
     
    
","['\n\n\t \n       urllink the strange attractors  the two events were the capture, and disclosure of identity, of the washington, d.c.-area sniper; and the attempted destruction, via hacking, of the internet.', 'most of us were so busy following the first that we barely noticed the second.', 'but we should pay very close attention, because the two are intimately connected, and their combined implications are terrifying.']","['but', 'we', 'should', 'pay', 'very', 'close', 'attention', ',', 'because', 'the', 'two', 'are', 'intimately', 'connected', ',', 'and', 'their', 'combined', 'implications', 'are', 'terrifying', '.']"
"02,August,2004","

	 
       urllink strange lights in the gulf coast sky  charles hickson has no proof. just his word that 29 years ago this month he and a fishing buddy were abducted by a ufo, examined by a machine resembling a giant eyeball, then released physically unharmed.
     
    
","['\n\n\t \n       urllink strange lights in the gulf coast sky  charles hickson has no proof.', 'just his word that 29 years ago this month he and a fishing buddy were abducted by a ufo, examined by a machine resembling a giant eyeball, then released physically unharmed.']","['just', 'his', 'word', 'that', '29', 'years', 'ago', 'this', 'month', 'he', 'and', 'a', 'fishing', 'buddy', 'were', 'abducted', 'by', 'a', 'ufo', ',', 'examined', 'by', 'a', 'machine', 'resembling', 'a', 'giant', 'eyeball', ',', 'then', 'released', 'physically', 'unharmed', '.']"
"02,August,2004","

	 
       urllink army's secret 'people zapper' plans  britain has been involved in secret talks with the united states over the development of so-called non-lethal weapons, including lasers that blind the enemy and microwave systems that cook the skin of human targets.  the us delegation admits there might be problems with legal claims by victims.
     
    
","[""\n\n\t \n       urllink army's secret 'people zapper' plans  britain has been involved in secret talks with the united states over the development of so-called non-lethal weapons, including lasers that blind the enemy and microwave systems that cook the skin of human targets."", 'the us delegation admits there might be problems with legal claims by victims.']","['the', 'us', 'delegation', 'admits', 'there', 'might', 'be', 'problems', 'with', 'legal', 'claims', 'by', 'victims', '.']"
"02,August,2004","

	 
       urllink don't fuck with me. i'm the judge.  zepeda, a 57-year-old republican who is running unopposed for re-election, did not return calls for comment thursday. ( urllink via )
     
    
","[""\n\n\t \n       urllink don't fuck with me."", ""i'm the judge."", 'zepeda, a 57-year-old republican who is running unopposed for re-election, did not return calls for comment thursday.', '( urllink via )']","['(', 'urllink', 'via', ')']"
"02,August,2004","

	 
       urllink freedom of information and ""imaginary conspiracies""  it is a source of frustration for other foia requesters to have to wait in line while ms. schwarz demands, for example, documents proving that l. ron hubbard, the founder of scientology, is the unacknowledged son of president dwight eisenhower (ms. schwarz asserts that she herself is the unacknowledged daughter of hubbard.); or cia records ""relating to a village in utah named chattanooga""; or any records referring to her ""under code name 'cindy'.""  chattanooga, utah. that's just silly.
     
    
","['\n\n\t \n       urllink freedom of information and ""imaginary conspiracies""  it is a source of frustration for other foia requesters to have to wait in line while ms. schwarz demands, for example, documents proving that l. ron hubbard, the founder of scientology, is the unacknowledged son of president dwight eisenhower (ms. schwarz asserts that she herself is the unacknowledged daughter of hubbard.', '); or cia records ""relating to a village in utah named chattanooga""; or any records referring to her ""under code name \'cindy\'.""', 'chattanooga, utah.', ""that's just silly.""]","['that', ""'s"", 'just', 'silly', '.']"
"02,August,2004","

	 
       urllink u.s. plans to cause terrorism  according to a classified document prepared for rumsfeld by his defense science board, the new organization -- the ""proactive, preemptive operations group (p2og)"" -- will carry out secret missions designed to ""stimulate reactions"" among terrorist groups, provoking them into committing violent acts which would then expose them to ""counterattack"" by u.s. forces.
     
    
","['\n\n\t \n       urllink u.s. plans to cause terrorism  according to a classified document prepared for rumsfeld by his defense science board, the new organization -- the ""proactive, preemptive operations group (p2og)"" -- will carry out secret missions designed to ""stimulate reactions"" among terrorist groups, provoking them into committing violent acts which would then expose them to ""counterattack"" by u.s. forces.']","['urllink', 'u.s.', 'plans', 'to', 'cause', 'terrorism', 'according', 'to', 'a', 'classified', 'document', 'prepared', 'for', 'rumsfeld', 'by', 'his', 'defense', 'science', 'board', ',', 'the', 'new', 'organization', '--', 'the', '``', 'proactive', ',', 'preemptive', 'operations', 'group', '(', 'p2og', ')', ""''"", '--', 'will', 'carry', 'out', 'secret', 'missions', 'designed', 'to', '``', 'stimulate', 'reactions', ""''"", 'among', 'terrorist', 'groups', ',', 'provoking', 'them', 'into', 'committing', 'violent', 'acts', 'which', 'would', 'then', 'expose', 'them', 'to', '``', 'counterattack', ""''"", 'by', 'u.s.', 'forces', '.']"
"02,August,2004","

	 
       urllink jacob son of joseph, brother of jesus  it's a fake. i'm just surprised it didn't end with, ""this has been a paid political advertisement...""  btw, the story presented here is from jewsweek via disinformation.  urllink jewsweek ... i never saw that one in the dentist's waiting room.
     
    
","[""\n\n\t \n       urllink jacob son of joseph, brother of jesus  it's a fake."", 'i\'m just surprised it didn\'t end with, ""this has been a paid political advertisement...""  btw, the story presented here is from jewsweek via disinformation.', ""urllink jewsweek ... i never saw that one in the dentist's waiting room.""]","['urllink', 'jewsweek', '...', 'i', 'never', 'saw', 'that', 'one', 'in', 'the', 'dentist', ""'s"", 'waiting', 'room', '.']"
"02,August,2004","

	 
       urllink vital forms: american art and design in the atomic age  vital forms follows two decades filled with cataclysmic events and dramatic changes. this timeline focuses on the dramatic events of this turbulent era. each week, a new year will be unlocked on the time line.
     
    
","['\n\n\t \n       urllink vital forms: american art and design in the atomic age  vital forms follows two decades filled with cataclysmic events and dramatic changes.', 'this timeline focuses on the dramatic events of this turbulent era.', 'each week, a new year will be unlocked on the time line.']","['each', 'week', ',', 'a', 'new', 'year', 'will', 'be', 'unlocked', 'on', 'the', 'time', 'line', '.']"
"02,August,2004","

	 
       urllink oops! court posted ms verdict almost two hours early  ...the notion of slashdot readers, of all people, filling their boots with ms shares at bargain prices, prior to offloading them for a whacking profit first thing monday, is particularly choice.
     
    
","['\n\n\t \n       urllink oops!', 'court posted ms verdict almost two hours early  ...the notion of slashdot readers, of all people, filling their boots with ms shares at bargain prices, prior to offloading them for a whacking profit first thing monday, is particularly choice.']","['court', 'posted', 'ms', 'verdict', 'almost', 'two', 'hours', 'early', '...', 'the', 'notion', 'of', 'slashdot', 'readers', ',', 'of', 'all', 'people', ',', 'filling', 'their', 'boots', 'with', 'ms', 'shares', 'at', 'bargain', 'prices', ',', 'prior', 'to', 'offloading', 'them', 'for', 'a', 'whacking', 'profit', 'first', 'thing', 'monday', ',', 'is', 'particularly', 'choice', '.']"
"02,August,2004","

	 
       urllink department of education to delete years of research from its website  this is the very definition of george orwell's memory hole--destroying material that conflicts with the current political climate.
     
    
","[""\n\n\t \n       urllink department of education to delete years of research from its website  this is the very definition of george orwell's memory hole--destroying material that conflicts with the current political climate.""]","['urllink', 'department', 'of', 'education', 'to', 'delete', 'years', 'of', 'research', 'from', 'its', 'website', 'this', 'is', 'the', 'very', 'definition', 'of', 'george', 'orwell', ""'s"", 'memory', 'hole', '--', 'destroying', 'material', 'that', 'conflicts', 'with', 'the', 'current', 'political', 'climate', '.']"
