Bathroom,Bedroom2,Car,CouncilArea,CurrentMonth,CurrentYear,Distance,Landsize,Lattitude,Longtitude,Method,Postcode,Price,Propertycount,Regionname,Rooms,SellerG,Suburb,Type
1.0,2.0,1.0,8,4,2017,8.9,806.0,-37.8852,145.024,4,3162.0,550000.0,2379.0,6,2,111,69,2
1.0,3.0,2.0,8,4,2016,8.9,512.0,-37.80696302719972,144.99671101938742,1,3162.0,1220000.0,2379.0,6,4,111,69,0
2.0,2.0,1.0,8,11,2016,8.9,0.0,-37.8862,145.0175,3,3162.0,638000.0,2379.0,6,2,111,69,2
1.0,4.0,2.0,8,2,2017,8.9,499.0,-37.8864,145.0242,0,3162.0,131000.0,2379.0,6,4,266,69,0
1.0,2.0,2.0,8,7,2016,8.9,275.0,-37.885,145.0189,1,3162.0,1090000.0,2379.0,6,3,111,69,0
1.0,3.0,0.0,8,3,2016,8.1,513.0,-37.8678,145.02700000000002,1,3161.0,1365000.0,6923.0,6,3,186,71,0
2.0,3.0,2.0,8,3,2016,8.1,692.0,-37.8629,145.019,1,3161.0,1750000.0,6923.0,6,3,180,71,0
1.0,2.0,1.0,8,4,2017,8.1,934.0,-37.8607,145.0116,3,3161.0,580000.0,6923.0,6,2,3,71,2
2.0,4.0,3.0,8,7,2016,8.1,361.0,-37.8694,145.0296,0,3161.0,2005000.0,6923.0,6,3,142,71,0
1.0,2.0,1.0,8,7,2016,8.1,0.0,-37.8694,145.0246,3,3161.0,523000.0,6923.0,6,2,334,71,2
1.0,2.0,1.0,8,10,2016,8.1,0.0,-37.861,145.0136,4,3161.0,420000.0,6923.0,6,2,111,71,2
1.0,3.0,2.0,8,10,2016,8.1,512.0,-37.80696302719972,144.99671101938742,4,3161.0,310000.0,6923.0,6,1,142,71,2
1.0,1.0,1.0,8,10,2016,8.1,952.0,-37.8744,145.0371,4,3161.0,290000.0,6923.0,6,1,334,71,2
1.0,2.0,1.0,8,10,2016,8.1,0.0,-37.8607,145.0112,3,3161.0,608000.0,6923.0,6,2,111,71,2
1.0,2.0,1.0,8,12,2016,8.1,0.0,-37.8625,145.0103,1,3161.0,570000.0,6923.0,6,2,334,71,2
1.0,2.0,1.0,8,8,2016,8.1,0.0,-37.8681,145.0258,1,3161.0,520500.0,6923.0,6,2,111,71,2
1.0,3.0,0.0,8,10,2016,8.1,270.0,-37.868,145.0269,3,3161.0,1400000.0,6923.0,6,3,111,71,0
2.0,4.0,2.0,8,10,2016,8.1,723.0,-37.8672,145.0225,1,3161.0,2830000.0,6923.0,6,4,111,71,0
2.0,2.0,2.0,8,9,2016,8.1,0.0,-37.8607,145.0116,3,3161.0,722000.0,6923.0,6,2,59,71,2
1.0,2.0,1.0,8,3,2017,8.1,1092.0,-37.8647,145.0232,1,3161.0,450000.0,6923.0,6,2,111,71,2
1.0,3.0,2.0,8,11,2016,8.1,512.0,-37.80696302719972,144.99671101938742,3,3161.0,535000.0,6923.0,6,2,111,71,2
1.0,3.0,2.0,8,11,2016,8.1,512.0,-37.80696302719972,144.99671101938742,4,3161.0,540000.0,6923.0,6,2,334,71,2
1.0,3.0,2.0,8,5,2016,8.1,512.0,-37.80696302719972,144.99671101938742,1,3161.0,1610000.0,6923.0,6,3,111,71,1
2.0,3.0,1.0,8,2,2017,8.1,339.0,-37.8622,145.0112,1,3161.0,1870000.0,6923.0,6,3,180,71,0
2.0,2.0,1.0,8,2,2017,8.1,934.0,-37.8607,145.0116,0,3161.0,622000.0,6923.0,6,2,59,71,2
1.0,2.0,1.0,8,2,2017,8.1,771.0,-37.8686,145.0239,1,3161.0,536000.0,6923.0,6,2,111,71,2
2.0,4.0,3.0,8,2,2017,8.1,836.0,-37.8696,145.0323,1,3161.0,2625000.0,6923.0,6,4,180,71,0
1.0,3.0,2.0,8,2,2017,8.1,512.0,-37.80696302719972,144.99671101938742,1,3161.0,576000.0,6923.0,6,2,111,71,2
1.0,2.0,2.0,8,5,2016,8.1,0.0,-37.8652,145.0198,1,3161.0,570000.0,6923.0,6,2,111,71,2
1.0,2.0,1.0,8,5,2016,8.1,0.0,-37.8609,145.0126,4,3161.0,550000.0,6923.0,6,2,111,71,2
1.0,3.0,2.0,8,5,2016,8.1,512.0,-37.80696302719972,144.99671101938742,0,3161.0,505000.0,6923.0,6,2,142,71,2
1.0,3.0,2.0,8,8,2016,8.1,512.0,-37.80696302719972,144.99671101938742,4,3161.0,400000.0,6923.0,6,1,111,71,2
2.0,4.0,1.0,8,8,2016,8.1,810.0,-37.8698,145.0325,1,3161.0,2170000.0,6923.0,6,4,111,71,0
2.0,3.0,2.0,8,3,2016,9.3,357.0,-37.8896,145.0307,1,3162.0,1577500.0,5051.0,6,3,334,72,0
1.0,3.0,2.0,8,3,2016,9.3,512.0,-37.80696302719972,144.99671101938742,1,3162.0,1802000.0,5051.0,6,4,111,72,0
1.0,3.0,2.0,8,3,2016,9.3,451.0,-37.8874,145.019,1,3162.0,1460000.0,5051.0,6,3,334,72,0
1.0,1.0,1.0,8,3,2016,9.3,0.0,-37.8961,145.0132,0,3162.0,275500.0,5051.0,6,1,111,72,2
1.0,2.0,1.0,8,4,2017,9.3,273.0,-37.895,145.02200000000002,1,3162.0,1065000.0,5051.0,6,2,334,72,0
2.0,3.0,2.0,8,7,2016,9.3,296.0,-37.8906,145.0224,1,3162.0,1470000.0,5051.0,6,3,111,72,0
1.0,3.0,2.0,8,7,2016,9.3,512.0,-37.80696302719972,144.99671101938742,1,3162.0,670000.0,5051.0,6,2,334,72,2
1.0,2.0,1.0,8,7,2016,9.3,0.0,-37.9002,145.02700000000002,1,3162.0,1012000.0,5051.0,6,2,111,72,0
1.0,3.0,1.0,8,7,2016,9.3,88.0,-37.8997,145.0168,1,3162.0,599000.0,5051.0,6,3,111,72,2
1.0,3.0,2.0,8,7,2016,9.3,512.0,-37.80696302719972,144.99671101938742,1,3162.0,905000.0,5051.0,6,2,111,72,0
2.0,3.0,1.0,8,8,2016,9.3,358.0,-37.8965,145.0269,1,3162.0,1160500.0,5051.0,6,3,111,72,0
1.0,2.0,1.0,8,8,2016,9.3,100.0,-37.8912,145.0289,4,3162.0,650000.0,5051.0,6,2,334,72,2
1.0,3.0,1.0,8,8,2016,9.3,359.0,-37.8898,145.0196,1,3162.0,1170000.0,5051.0,6,3,32,72,0
1.0,3.0,2.0,8,10,2016,9.3,339.0,-37.8906,145.0221,1,3162.0,1314000.0,5051.0,6,3,111,72,0
2.0,4.0,2.0,8,10,2016,9.3,216.0,-37.8887,145.0318,4,3162.0,1030000.0,5051.0,6,4,111,72,1
1.0,2.0,2.0,8,12,2016,9.3,284.0,-37.8958,145.0215,1,3162.0,1225000.0,5051.0,6,2,32,72,0
2.0,2.0,1.0,8,8,2016,9.3,478.0,-37.8893,145.0161,1,3162.0,1450000.0,5051.0,6,3,251,72,0
2.0,4.0,2.0,8,5,2016,9.3,575.0,-37.8993,145.0254,1,3162.0,1774500.0,5051.0,6,4,334,72,0
1.0,2.0,1.0,8,10,2016,9.3,831.0,-37.8974,145.0294,1,3162.0,525500.0,5051.0,6,2,255,72,2
3.0,5.0,4.0,8,4,2016,9.3,708.0,-37.8923,145.0177,0,3162.0,1960000.0,5051.0,6,4,334,72,0
1.0,2.0,1.0,8,4,2016,9.3,367.0,-37.8995,145.0241,1,3162.0,825000.0,5051.0,6,2,111,72,0
2.0,4.0,2.0,8,4,2016,9.3,464.0,-37.8901,145.0224,1,3162.0,1262000.0,5051.0,6,2,334,72,0
2.0,3.0,1.0,8,7,2016,9.3,299.0,-37.8891,145.0294,1,3162.0,1110000.0,5051.0,6,3,334,72,2
2.0,4.0,3.0,8,11,2016,9.3,342.0,-37.8957,145.0196,1,3162.0,1410000.0,5051.0,6,4,111,72,1
1.0,3.0,2.0,8,5,2016,9.3,699.0,-37.8936,145.0366,1,3162.0,1303500.0,5051.0,6,3,334,72,0
1.0,2.0,1.0,8,8,2016,9.3,402.0,-37.8967,145.0313,1,3162.0,1115000.0,5051.0,6,2,111,72,0
1.0,2.0,1.0,8,9,2016,9.3,505.0,-37.8928,145.0149,1,3162.0,1340000.0,5051.0,6,2,48,72,0
2.0,3.0,2.0,8,2,2017,9.3,494.0,-37.9027,145.0322,1,3162.0,1200000.0,5051.0,6,3,334,72,0
1.0,3.0,2.0,8,2,2017,9.3,520.0,-37.8889,145.0151,1,3162.0,1570000.0,5051.0,6,3,182,72,0
2.0,2.0,1.0,8,7,2016,9.3,255.0,-37.8887,145.0207,1,3162.0,1001000.0,5051.0,6,2,32,72,0
1.0,3.0,2.0,8,7,2016,9.3,512.0,-37.80696302719972,144.99671101938742,1,3162.0,665000.0,5051.0,6,2,111,72,2
1.0,3.0,1.0,8,7,2016,9.3,312.0,-37.8893,145.0196,1,3162.0,1330000.0,5051.0,6,3,111,72,0
1.0,1.0,1.0,8,11,2016,9.3,0.0,-37.8943,145.0145,4,3162.0,290000.0,5051.0,6,1,111,72,2
2.0,3.0,2.0,8,5,2016,9.3,641.0,-37.9012,145.035,1,3162.0,1570000.0,5051.0,6,4,334,72,0
2.0,4.0,2.0,8,5,2016,9.3,630.0,-37.8894,145.0145,1,3162.0,1916000.0,5051.0,6,4,32,72,0
1.0,2.0,1.0,8,8,2016,9.3,90.0,-37.8996,145.0169,4,3162.0,500000.0,5051.0,6,2,255,72,2
1.0,3.0,2.0,8,7,2016,9.3,512.0,-37.80696302719972,144.99671101938742,1,3162.0,1775000.0,5051.0,6,4,111,72,1
2.0,3.0,1.0,21,3,2016,13.6,182.0,-37.8786,145.1015,1,3148.0,752000.0,3582.0,6,3,48,73,1
1.0,3.0,2.0,21,3,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,670000.0,3582.0,6,2,48,73,2
2.0,4.0,2.0,21,3,2016,13.6,600.0,-37.8891,145.1002,1,3148.0,1507000.0,3582.0,6,4,142,73,0
3.0,4.0,2.0,21,4,2016,13.6,288.0,-37.8801,145.1051,4,3148.0,890000.0,3582.0,6,4,246,73,0
1.0,3.0,2.0,21,4,2017,13.6,512.0,-37.80696302719972,144.99671101938742,4,3148.0,1000000.0,3582.0,6,3,22,73,0
1.0,3.0,2.0,21,4,2017,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,644000.0,3582.0,6,2,186,73,0
2.0,2.0,1.0,21,4,2016,13.6,224.0,-37.8738,145.1054,1,3148.0,700000.0,3582.0,6,3,25,73,2
1.0,3.0,2.0,21,6,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,1101000.0,3582.0,6,3,48,73,0
1.0,3.0,2.0,21,6,2016,13.6,606.0,-37.8784,145.0958,1,3148.0,1000000.0,3582.0,6,3,48,73,0
2.0,3.0,2.0,21,7,2016,13.6,277.0,-37.8796,145.1044,1,3148.0,865000.0,3582.0,6,3,48,73,1
1.0,3.0,2.0,21,8,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,805500.0,3582.0,6,3,255,73,2
1.0,3.0,2.0,21,10,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,1015000.0,3582.0,6,4,48,73,1
1.0,3.0,2.0,21,10,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,930000.0,3582.0,6,3,255,73,0
1.0,3.0,2.0,21,11,2017,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,999000.0,3582.0,6,3,255,73,1
3.0,4.0,2.0,21,11,2017,13.6,209.0,-37.8805,145.105,1,3148.0,1042500.0,3582.0,6,4,48,73,1
1.0,2.0,1.0,21,8,2016,13.6,585.0,-37.8792,145.0948,1,3148.0,1002000.0,3582.0,6,2,255,73,0
1.0,3.0,2.0,21,10,2016,13.6,586.0,-37.8805,145.0978,1,3148.0,992000.0,3582.0,6,3,111,73,0
2.0,3.0,2.0,21,10,2016,13.6,160.0,-37.8859,145.0934,0,3148.0,650000.0,3582.0,6,3,334,73,0
1.0,3.0,2.0,21,7,2016,13.6,512.0,-37.80696302719972,144.99671101938742,2,3148.0,2600000.0,3582.0,6,3,288,73,0
3.0,4.0,2.0,21,9,2016,13.6,273.0,-37.8742,145.105,3,3148.0,965000.0,3582.0,6,4,48,73,1
2.0,4.0,2.0,21,9,2016,13.6,515.0,-37.8837,145.106,0,3148.0,920000.0,3582.0,6,3,157,73,0
1.0,3.0,2.0,21,3,2017,13.6,620.0,-37.8812,145.105,1,3148.0,1301000.0,3582.0,6,3,48,73,0
1.0,3.0,2.0,21,11,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,820000.0,3582.0,6,3,186,73,1
1.0,3.0,2.0,21,11,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,1171000.0,3582.0,6,3,255,73,0
1.0,3.0,2.0,21,11,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,860000.0,3582.0,6,3,255,73,1
1.0,3.0,2.0,21,11,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,1085000.0,3582.0,6,4,48,73,1
2.0,3.0,1.0,21,5,2016,13.6,1033.0,-37.8738,145.1095,1,3148.0,1415500.0,3582.0,6,4,334,73,0
1.0,3.0,2.0,21,5,2016,13.6,512.0,-37.80696302719972,144.99671101938742,3,3148.0,898000.0,3582.0,6,4,206,73,1
1.0,3.0,2.0,21,4,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,627000.0,3582.0,6,2,48,73,2
1.0,3.0,2.0,21,4,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,1206000.0,3582.0,6,5,186,73,0
1.0,2.0,1.0,21,9,2016,13.6,842.0,-37.8859,145.0979,1,3148.0,705000.0,3582.0,6,2,48,73,0
2.0,4.0,2.0,21,2,2017,13.6,500.0,-37.8845,145.1027,1,3148.0,1260000.0,3582.0,6,4,186,73,0
1.0,3.0,2.0,21,6,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,985000.0,3582.0,6,3,48,73,1
1.0,3.0,2.0,21,6,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,753000.0,3582.0,6,3,48,73,1
1.0,3.0,1.0,21,11,2016,13.6,705.0,-37.8746,145.1071,1,3148.0,1460000.0,3582.0,6,3,48,73,0
1.0,3.0,2.0,21,11,2016,13.6,630.0,-37.8838,145.102,3,3148.0,1000000.0,3582.0,6,3,297,73,0
1.0,3.0,2.0,21,11,2016,13.6,512.0,-37.80696302719972,144.99671101938742,1,3148.0,1035000.0,3582.0,6,3,22,73,0
2.0,3.0,1.0,21,5,2016,13.6,177.0,-37.8824,145.1042,1,3148.0,845000.0,3582.0,6,3,48,73,1
2.0,3.0,1.0,21,8,2016,13.6,188.0,-37.8781,145.0955,1,3148.0,881000.0,3582.0,6,4,255,73,1
2.0,3.0,0.0,32,3,2016,3.4,187.0,-37.7902,144.9894,1,3068.0,1270000.0,2954.0,3,3,206,81,0
1.0,3.0,2.0,32,3,2016,3.4,512.0,-37.80696302719972,144.99671101938742,0,3068.0,340000.0,2954.0,3,1,328,81,2
1.0,2.0,1.0,32,4,2016,3.4,155.0,-37.7934,144.9922,1,3068.0,780000.0,2954.0,3,2,123,81,0
1.0,3.0,0.0,32,7,2016,3.4,193.0,-37.7899,144.9984,1,3068.0,1060000.0,2954.0,3,3,206,81,0
2.0,3.0,1.0,32,7,2016,3.4,124.0,-37.7934,144.9923,1,3068.0,930000.0,2954.0,3,3,70,81,1
1.0,2.0,0.0,32,8,2016,3.4,180.0,-37.7898,144.9903,1,3068.0,1420000.0,2954.0,3,2,70,81,0
1.0,2.0,1.0,32,8,2016,3.4,174.0,-37.7928,144.9987,1,3068.0,1075000.0,2954.0,3,2,206,81,0
1.0,2.0,1.0,32,8,2016,3.4,185.0,-37.7927,144.9981,1,3068.0,1105000.0,2954.0,3,2,123,81,0
1.0,2.0,1.0,32,8,2016,3.4,140.0,-37.7919,144.9884,1,3068.0,1209000.0,2954.0,3,2,142,81,0
3.0,4.0,2.0,32,10,2016,3.4,382.0,-37.7897,144.9992,1,3068.0,3010000.0,2954.0,3,4,70,81,0
1.0,2.0,2.0,32,10,2016,3.4,239.0,-37.7918,144.997,1,3068.0,1435000.0,2954.0,3,2,206,81,0
1.0,2.0,0.0,32,10,2016,3.4,197.0,-37.7924,145.0002,3,3068.0,1417000.0,2954.0,3,2,206,81,0
1.0,2.0,0.0,32,10,2016,3.4,164.0,-37.7912,144.9967,1,3068.0,1290000.0,2954.0,3,2,142,81,0
2.0,3.0,0.0,32,12,2016,3.4,0.0,-37.7917,144.9902,1,3068.0,1226000.0,2954.0,3,3,206,81,0
1.0,2.0,1.0,32,8,2016,3.4,515.0,-37.7875,145.0049,1,3068.0,495000.0,2954.0,3,2,348,81,2
1.0,1.0,1.0,32,8,2016,3.4,0.0,-37.7873,144.9958,4,3068.0,325000.0,2954.0,3,1,70,81,2
2.0,3.0,1.0,32,8,2016,3.4,176.0,-37.7921,144.9898,1,3068.0,1370000.0,2954.0,3,3,70,81,0
1.0,3.0,2.0,32,10,2016,3.4,512.0,-37.80696302719972,144.99671101938742,1,3068.0,2560000.0,2954.0,3,4,70,81,0
1.0,2.0,2.0,32,10,2016,3.4,251.0,-37.787,144.9988,1,3068.0,1620000.0,2954.0,3,2,206,81,0
3.0,3.0,1.0,32,7,2016,3.4,142.0,-37.7928,145.0021,3,3068.0,1180000.0,2954.0,3,3,123,81,0
1.0,2.0,0.0,32,9,2016,3.4,219.0,-37.7882,144.9984,1,3068.0,1405000.0,2954.0,3,2,206,81,0
1.0,2.0,0.0,32,3,2017,3.4,100.0,-37.7923,144.9858,4,3068.0,880000.0,2954.0,3,2,206,81,0
1.0,2.0,0.0,32,3,2017,3.4,156.0,-37.7892,144.9999,4,3068.0,1450000.0,2954.0,3,2,206,81,0
1.0,2.0,0.0,32,3,2017,3.4,170.0,-37.7936,144.995,1,3068.0,856000.0,2954.0,3,2,206,81,0
1.0,3.0,2.0,32,3,2017,3.4,512.0,-37.80696302719972,144.99671101938742,1,3068.0,900000.0,2954.0,3,3,206,81,0
2.0,2.0,2.0,32,6,2016,3.4,0.0,-37.7937,144.9983,1,3068.0,885500.0,2954.0,3,2,70,81,2
2.0,3.0,1.0,32,11,2016,3.4,201.0,-37.7884,145.0,1,3068.0,1680000.0,2954.0,3,3,206,81,0
1.0,2.0,1.0,32,5,2016,3.4,103.0,-37.7898,144.9957,1,3068.0,730000.0,2954.0,3,2,206,81,0
3.0,3.0,1.0,32,9,2016,3.4,67.0,-37.7946,144.9989,3,3068.0,825000.0,2954.0,3,3,142,81,1
1.0,2.0,1.0,32,9,2016,3.4,0.0,-37.7931,144.9938,3,3068.0,533000.0,2954.0,3,2,142,81,2
1.0,2.0,0.0,32,2,2017,3.4,151.0,-37.7912,144.9963,1,3068.0,1430000.0,2954.0,3,2,70,81,0
2.0,4.0,0.0,32,2,2017,3.4,162.0,-37.7885,144.9994,1,3068.0,1506000.0,2954.0,3,4,206,81,0
1.0,3.0,1.0,32,7,2016,3.4,169.0,-37.7925,144.9877,4,3068.0,1150000.0,2954.0,3,3,206,81,0
1.0,1.0,1.0,32,6,2016,3.4,0.0,-37.80696302719972,144.99671101938742,1,3068.0,363000.0,2954.0,3,1,334,81,2
1.0,3.0,0.0,32,6,2016,3.4,118.0,-37.7921,144.9858,1,3068.0,1360000.0,2954.0,3,3,206,81,0
1.0,3.0,2.0,32,11,2016,3.4,512.0,-37.80696302719972,144.99671101938742,0,3068.0,841000.0,2954.0,3,3,142,81,1
1.0,3.0,2.0,32,11,2016,3.4,512.0,-37.80696302719972,144.99671101938742,3,3068.0,897500.0,2954.0,3,3,142,81,1
1.0,3.0,2.0,32,5,2016,3.4,512.0,-37.80696302719972,144.99671101938742,0,3068.0,810000.0,2954.0,3,3,253,81,1
1.0,3.0,2.0,32,8,2016,3.4,512.0,-37.80696302719972,144.99671101938742,1,3068.0,1270000.0,2954.0,3,2,206,81,0
1.0,2.0,1.0,32,8,2016,3.4,0.0,-37.7873,144.9961,4,3068.0,640000.0,2954.0,3,2,196,81,1
1.0,2.0,1.0,6,3,2016,7.8,371.0,-37.735,144.9589,3,3058.0,850000.0,11204.0,3,2,41,83,0
1.0,2.0,1.0,6,3,2016,7.8,286.0,-37.7427,144.952,1,3058.0,784000.0,11204.0,3,3,206,83,0
1.0,3.0,2.0,6,3,2016,7.8,512.0,-37.80696302719972,144.99671101938742,1,3058.0,655000.0,11204.0,3,2,206,83,1
1.0,3.0,0.0,6,3,2016,7.8,702.0,-37.7391,144.9812,1,3058.0,680000.0,11204.0,3,3,206,83,0
1.0,4.0,2.0,6,3,2016,7.8,596.0,-37.7456,144.9696,1,3058.0,1221000.0,11204.0,3,4,206,83,0
2.0,2.0,1.0,6,3,2016,7.8,0.0,-37.7546,144.9713,1,3058.0,807000.0,11204.0,3,2,206,83,1
1.0,3.0,2.0,6,3,2016,7.8,371.0,-37.7435,144.9507,1,3058.0,790000.0,11204.0,3,3,85,83,0
2.0,4.0,1.0,6,3,2016,7.8,295.0,-37.7374,144.9617,1,3058.0,955000.0,11204.0,3,4,206,83,0
1.0,3.0,2.0,6,3,2016,7.8,512.0,-37.80696302719972,144.99671101938742,4,3058.0,480000.0,11204.0,3,2,206,83,1
1.0,3.0,2.0,6,4,2016,7.8,142.0,-37.7382,144.97299999999998,0,3058.0,675000.0,11204.0,3,3,316,83,0
1.0,3.0,2.0,6,4,2017,7.8,512.0,-37.80696302719972,144.99671101938742,1,3058.0,1300000.0,11204.0,3,3,184,83,0
2.0,3.0,1.0,6,4,2017,7.8,278.0,-37.7494,144.9686,1,3058.0,1010000.0,11204.0,3,3,142,83,0
2.0,3.0,2.0,6,4,2017,7.8,423.0,-37.7493,144.9559,1,3058.0,1202000.0,11204.0,3,3,206,83,0
1.0,3.0,1.0,6,4,2017,7.8,233.0,-37.7549,144.9611,1,3058.0,1370000.0,11204.0,3,3,255,83,0
1.0,2.0,1.0,6,4,2017,7.8,0.0,-37.7358,144.9801,1,3058.0,550000.0,11204.0,3,2,334,83,0
2.0,3.0,3.0,6,4,2017,7.8,370.0,-37.744,144.9501,4,3058.0,1000000.0,11204.0,3,3,142,83,0
1.0,3.0,2.0,6,4,2017,7.8,386.0,-37.7364,144.96,1,3058.0,935500.0,11204.0,3,3,41,83,0
2.0,4.0,4.0,6,4,2017,7.8,983.0,-37.7517,144.9699,0,3058.0,2250000.0,11204.0,3,8,235,83,2
1.0,3.0,1.0,6,4,2016,7.8,536.0,-37.7555,144.9658,0,3058.0,145000.0,11204.0,3,4,142,83,0
2.0,3.0,1.0,6,4,2016,7.8,439.0,-37.7363,144.9507,1,3058.0,905000.0,11204.0,3,4,157,83,0
1.0,3.0,1.0,6,4,2016,7.8,283.0,-37.7416,144.9582,1,3058.0,860000.0,11204.0,3,3,235,83,0
1.0,2.0,1.0,6,6,2016,7.8,170.0,-37.7508,144.9608,1,3058.0,953000.0,11204.0,3,2,142,83,0
1.0,2.0,1.0,6,6,2016,7.8,280.0,-37.7429,144.952,3,3058.0,735000.0,11204.0,3,2,206,83,0
2.0,3.0,2.0,6,7,2016,7.8,0.0,-37.7372,144.9764,0,3058.0,550000.0,11204.0,3,3,40,83,1
1.0,3.0,2.0,6,7,2016,7.8,512.0,-37.80696302719972,144.99671101938742,1,3058.0,790000.0,11204.0,3,2,253,83,1
1.0,3.0,1.0,6,7,2016,7.8,576.0,-37.7432,144.9474,4,3058.0,1100000.0,11204.0,3,3,206,83,0
1.0,3.0,1.0,6,7,2016,7.8,372.0,-37.735,144.9581,1,3058.0,947000.0,11204.0,3,3,41,83,0
1.0,2.0,1.0,6,7,2016,7.8,0.0,-37.7405,144.9644,3,3058.0,500000.0,11204.0,3,2,142,83,2
2.0,3.0,2.0,6,7,2016,7.8,263.0,-37.7546,144.9713,1,3058.0,865000.0,11204.0,3,3,206,83,1
1.0,2.0,1.0,6,8,2016,7.8,0.0,-37.7527,144.9522,1,3058.0,466000.0,11204.0,3,2,206,83,2
2.0,3.0,1.0,6,8,2016,7.8,255.0,-37.7546,144.9713,4,3058.0,740000.0,11204.0,3,3,206,83,1
1.0,3.0,1.0,6,8,2016,7.8,370.0,-37.7561,144.9718,1,3058.0,812000.0,11204.0,3,3,211,83,0
1.0,3.0,0.0,6,8,2016,7.8,378.0,-37.7561,144.9716,1,3058.0,766000.0,11204.0,3,3,211,83,0
1.0,2.0,1.0,6,8,2016,7.8,374.0,-37.7561,144.9715,1,3058.0,825000.0,11204.0,3,3,211,83,0
2.0,4.0,2.0,6,8,2016,7.8,494.0,-37.7359,144.9711,1,3058.0,1131000.0,11204.0,3,4,206,83,0
2.0,3.0,1.0,6,8,2016,7.8,417.0,-37.7478,144.9583,3,3058.0,1064000.0,11204.0,3,3,206,83,0
2.0,2.0,1.0,6,8,2016,7.8,114.0,-37.7466,144.9482,0,3058.0,610000.0,11204.0,3,2,255,83,1
1.0,3.0,1.0,6,10,2016,7.8,379.0,-37.7544,144.9764,1,3058.0,1210000.0,11204.0,3,3,206,83,0
1.0,2.0,1.0,6,10,2016,7.8,0.0,-37.7405,144.9644,1,3058.0,434000.0,11204.0,3,2,206,83,2
1.0,2.0,1.0,6,10,2016,7.8,129.0,-37.7422,144.9606,3,3058.0,653000.0,11204.0,3,2,235,83,2
1.0,3.0,2.0,6,10,2016,7.8,119.0,-37.7403,144.9491,1,3058.0,640000.0,11204.0,3,3,206,83,1
1.0,2.0,1.0,6,10,2016,7.8,597.0,-37.7402,144.9807,1,3058.0,820000.0,11204.0,3,2,235,83,0
1.0,4.0,2.0,6,10,2016,7.8,613.0,-37.7433,144.9762,1,3058.0,1250000.0,11204.0,3,4,142,83,0
3.0,5.0,2.0,6,10,2016,7.8,390.0,-37.7376,144.9726,1,3058.0,1335000.0,11204.0,3,5,206,83,0
2.0,6.0,2.0,6,10,2016,7.8,1060.0,-37.7523,144.9725,4,3058.0,1900000.0,11204.0,3,6,334,83,0
1.0,3.0,2.0,6,11,2017,7.8,512.0,-37.80696302719972,144.99671101938742,1,3058.0,810000.0,11204.0,3,3,136,83,1
1.0,3.0,1.0,6,12,2016,7.8,464.0,-37.753,144.9485,1,3058.0,1090000.0,11204.0,3,3,2,83,0
1.0,3.0,2.0,6,12,2016,7.8,735.0,-37.7379,144.9623,3,3058.0,1130000.0,11204.0,3,3,256,83,0
2.0,4.0,2.0,6,12,2016,7.8,480.0,-37.7402,144.9607,1,3058.0,1145000.0,11204.0,3,4,206,83,0
1.0,2.0,2.0,6,8,2016,7.8,138.0,-37.7427,144.9711,3,3058.0,657000.0,11204.0,3,2,206,83,1
2.0,3.0,1.0,6,5,2016,7.8,107.0,-37.7517,144.963,1,3058.0,763000.0,11204.0,3,3,328,83,0
1.0,2.0,1.0,6,10,2016,7.8,253.0,-37.7484,144.9521,1,3058.0,903000.0,11204.0,3,2,206,83,0
1.0,3.0,1.0,6,10,2016,7.8,431.0,-37.75,144.9695,1,3058.0,1000000.0,11204.0,3,3,206,83,0
2.0,3.0,4.0,6,10,2016,7.8,482.0,-37.7529,144.9534,3,3058.0,1742000.0,11204.0,3,4,206,83,0
1.0,4.0,1.0,6,4,2016,7.8,452.0,-37.7525,144.94799999999998,1,3058.0,865000.0,11204.0,3,4,41,83,0
2.0,2.0,1.0,6,4,2016,7.8,0.0,-37.7367,144.9701,4,3058.0,485000.0,11204.0,3,2,206,83,2
1.0,3.0,2.0,6,4,2016,7.8,512.0,-37.80696302719972,144.99671101938742,1,3058.0,765000.0,11204.0,3,3,206,83,0
2.0,3.0,3.0,6,7,2016,7.8,405.0,-37.7464,144.959,1,3058.0,1278000.0,11204.0,3,3,235,83,0
2.0,3.0,2.0,6,9,2016,7.8,0.0,-37.7458,144.9751,4,3058.0,590000.0,11204.0,3,3,255,83,1
